,id,kw_location,time_location,created_date,period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,year,month
2665,2701,US,UK,2022-08-06 18:58:03,Evening,Tottenham vs Southampton,Everton vs Chelsea,Khloe Kardashian,Taron Egerton,Matt Carpenter,Daniel Ricciardo,Kim Kardashian,Premier League,Prey,The Sandman,Crystal Palace vs Arsenal,Anne Heche accident,Diego Bertie,Thirteen Lives,Tiger Woods,What is monkeypox,Ezra Miller,Uncharted,Sinema,Doja Cat,2022,8
2666,2702,UK,UK,2022-08-06 18:58:03,Evening,Tottenham vs Southampton,Everton vs Chelsea,Leeds United vs Wolves,Newcastle vs nottm Forest,Bournemouth vs Aston Villa,Anne Heche,Kim Kardashian,Ross County vs Celtic,Rangers vs Kilmarnock,Norwich City vs Wigan Athletic,Judith Durham,Bristol City vs Sunderland,Alex Wassabi,Sheffield United,Jayde Adams,Lauren Goodger,Man United vs Brighton,Burnley vs Luton Town,LFC,Super 6,2022,8
2668,2704,DE,UK,2022-08-06 18:58:03,Evening,Anne Heche,HSV,Werder Bremen,Kim Kardashian,Archie Battersbee,SC Freiburg,Bundesliga,2. Bundesliga,Dortmund gegen Leverkusen,Union Berlin gegen Hertha,Premier-League,2 liga,Fussball Bundesliga,Musiala,Fenerbahce,Lewandowski,Arsenal,Kostic,Israel,Tag des Bieres,2022,8
2669,2705,FR,UK,2022-08-06 18:58:03,Evening,Fulham \u2013 Liverpool,Strasbourg \u2013 Monaco,Saint-Étienne \u2013 Nîmes,Anne Heche,Daniel levi,Rodez \u2013 Bordeaux,Everton \u2013 Chelsea,Kim Kardashian,Laval \u2013 Guingamp,Crues Vallée de la Mort,Tottenham,Ligue1,Israel,Archie Battersbee,Grenoble \u2013 Sochaux,Incendie Morbihan,Kad Merad,Marc Lavoine,Incendie Voreppe,Paris FC \u2013 Quevilly,2022,8
2670,2706,NL,UK,2022-08-06 18:58:03,Evening,Liverpool,Canal Pride Amsterdam,David Mendes da Silva,PSV  Emmen,Kim Kardashian,Cambuur,Splinter Chabot,Fortuna  Ajax,Premier League,ADO Den Haag,Heerenveen,Bundesliga,Bayern,NAC,Frans Bauer,Remkes,Alex Jones,N.E.C,Nick en Simon,Cillessen,2022,8
2671,2707,IT,UK,2022-08-06 18:58:03,Evening,Anne Heche,Tottenham-Southampton,Archie Battersbee,Juventus  atlético Madrid,Everton-Chelsea,Pisa-Brescia,Cucurella,Rapimento Emanuela Orlandi,San Salvatore,Spezia-Como,Israele,Elettra Lamborghini,Kim Kardashian,Beluga,Lando Buzzanca,Giusy Buscemi,Covid mascherine scuola,Coppa Italia 2022,Roberryc,Ezra Miller,2022,8
2672,2708,AUS,UK,2022-08-06 18:58:03,Evening,Netball Commonwealth Games,Bournemouth vs Aston Villa,Leeds United vs Wolves,Newcastle vs nottm Forest,Everton vs Chelsea,Israel,Judith Durham,Kim Kardashian,Anne Heche,Daniel Ricciardo,Tottenham vs Southampton,Jaeman Salmon,Jemima Montag,Bulldogs vs Fremantle,Oliver Hoare,Alex Wassabi,All Blacks vs South Africa,Geelong vs St Kilda,Rabbitohs vs Warriors,Bundesliga,2022,8
2674,2710,US,UK,2022-08-07 08:05:03,Morning,Everton vs Chelsea,Tottenham vs Southampton,PSG,Khloe Kardashian,Archie Battersbee,Demaryius Thomas died,Matt Carpenter,India vs West Indies,Jamahal Hill,Daniel Ricciardo,Anne Heche,Kim Kardashian,Prey,Fulham vs Liverpool,The Sandman,Crystal Palace vs Arsenal,Premier League,Uncharted,Thirteen Lives,Diego Bertie,2022,8
2675,2711,UK,UK,2022-08-07 08:05:03,Morning,Michael Conlan,Everton vs Chelsea,Archie Battersbee,Tottenham vs Southampton,Newcastle vs Nottm Forest,Leeds United vs Wolves,Bournemouth vs Aston Villa,Anne Heche,Kim Kardashian,Ross County vs Celtic,Clermont Foot vs PSG,Judith Durham,Rangers vs Kilmarnock,KSI,Norwich City vs Wigan Athletic,Bristol City vs Sunderland,Chelsea FC,Sam Gannon,Jayde Adams,Liquid Leisure Windsor,2022,8
2677,2713,DE,UK,2022-08-07 08:05:03,Morning,Andrea Berg,BVB,Union Berlin gegen Hertha,Anne Heche,Nico Schulz,Dortmund,HSV,Werder Bremen,Wolfsburg gegen Werder Bremen,Kim Kardashian,Andreas Gabalier,PSG,Karim Adeyemi,Christopher Street Day Hamburg,Arminia Bielefeld,Chelsea,Gladbach,Bundesliga,Bayern Frankfurt,2. Bundesliga,2022,8
2678,2714,FR,UK,2022-08-07 08:05:03,Morning,Kate Middleton,Paris Clermont,Daniel Levi,Strasbourg \u2013 Monaco,Fulham \u2013 Liverpool,Saint-Étienne \u2013 Nîmes,Anne Heche,Rodez \u2013 Bordeaux,Everton \u2013 Chelsea,Incendie Morbihan,Laval \u2013 Guingamp,Kim Kardashian,Dortmund \u2013 Leverkusen,Crues Vallée de la Mort,Emmanuel Faux,Israel,Ile de Sercq,Damien thevenot,Amiens \u2013 FC Annecy,Archie Battersbee,2022,8
2679,2715,NL,UK,2022-08-07 08:05:03,Morning,Aydin C,Thorn de Vries,Fortuna  Ajax,PSV  Emmen,Canal Pride Amsterdam,Liverpool,David Mendes da Silva,Cambuur,Kim Kardashian,PSG,RKC  Utrecht,Splinter Chabot,Eredivisie,ADO Den Haag,Heracles,Bayern,ESPN,Remkes,ADO,Alex Jones,2022,8
2680,2716,IT,UK,2022-08-07 08:05:03,Morning,San Gaetano,Bud Spencer,Flavia Pennetta,Galatasaray,Ellen DeGeneres,Karen Kokeshi,Inter-Villarreal,Anne Heche,Tottenham-Southampton,Archie Battersbee,Everton  Chelsea,Empoli-SPAL,A Beautiful Mind,Pisa-Brescia,Juventus  atlético Madrid,Spezia-Como,Rapimento Emanuela Orlandi,Valladolid  Lazio,Betis  Fiorentina,Cucurella,2022,8
2681,2717,AUS,UK,2022-08-07 08:05:03,Morning,Everton Vs Chelsea,Netball Commonwealth Games,Clermont Foot vs PSG,Newcastle vs Nottm Forest,Archie Battersbee,India vs West Indies,Bulldogs vs Cowboys,Jamahal Hill,Rohan Browning,Josh Kennedy,Dalai Lama,Jesinta Franklin,Eli Templeton,Hockey Commonwealth Games,Swarmz,Tariq Sims,Leeds United,Rugby union,Serie A,Israel,2022,8
2683,2719,US,UK,2022-08-07 18:58:04,Evening,Man United vs Brighton,West Ham vs Man City,Teresa Giudice wedding,Bill Maher,Giannis Antetokounmpo,Fulham vs Liverpool,Everton vs Chelsea,PSG,Archie Battersbee,Khloe Kardashian,Demaryius Thomas died,Taron Egerton,India vs West Indies,Tottenham,Jamahal Hill,Matt Carpenter,Daniel Ricciardo,Anne Heche,Kim Kardashian,The Sandman,2022,8
2684,2720,UK,UK,2022-08-07 18:58:04,Evening,Leicester City vs Brentford,Britney Spears,Peter Shilton,Hibs,West ham vs man city stats,Ellie Simmonds,Michael Conlan,Erik ten Hag,MotoGP,Goncalo Guedes,Christian Eriksen,Juventus vs Atlético Madrid,Timo Werner,Travis Scott,Fulham vs Liverpool,Man United vs Brighton,Everton vs Chelsea,West Ham vs Man City,Tottenham vs Southampton,Archie Battersbee,2022,8
2686,2722,DE,UK,2022-08-07 18:58:04,Evening,VfB Stuttgart gegen RB Leipzig,Köln gegen Schalke,Lucas Cordalis,Timo Werner,St. Pauli,Beatrice Egli,MotoGP,Death Valley,Britney Spears,BVB,Andrea Berg,Nico Schulz,Union Berlin,Dortmund Leverkusen,Wolfsburg gegen Werder Bremen,Anne Heche,Freizeitpark Klotten,Andreas Gabalier,Kim Kardashian,PSG,2022,8
2687,2723,FR,UK,2022-08-07 18:58:04,Evening,Lille \u2013 Auxerre,Toulouse \u2013 Nice,MotoGP,Lens Brest,Rennes \u2013 Lorient,Manchester United \u2013 Brighton,Angers \u2013 Nantes,Montpellier \u2013 Troyes,West Ham \u2013 Man City,Manchester United,Brittany Murphy,Fabian Ruiz,Freddie Mercury,Jean Dujardin,Monaco,Neymar,Erdeven,Lorient,Paris Clermont,Alpha Blondy,2022,8
2688,2724,NL,UK,2022-08-07 18:58:04,Evening,Feyenoord,Manchester United,FC Groningen,NEC  Twente,PEC Zwolle,AZ,FC Twente,NEC,Highland Games,Donny van Iperen,Senesi,Marion Bloem,Fortuna  Ajax,PSV  Emmen,David Mendes da Silva,Liverpool,Cambuur,RKC  Utrecht,Ik Vertrek,Splinter Chabot,2022,8
2689,2725,IT,UK,2022-08-07 18:58:04,Evening,Calenda,West Ham Manchester City,Verona-Bari,Manchester United,Napoli,Nashville  Toronto,Fiorentina,Venezia  Ascoli,San Gaetano,Terremoto oggi,Atalanta,Moto2,Terremoto,Galatasaray,Orari MotoGP,Arnautovic,Speed Racer,Bud Spencer,Sorgo,Monza-Frosinone,2022,8
2690,2726,AUS,UK,2022-08-07 18:58:04,Evening,Everton vs Chelsea,Netball Commonwealth Games,Josh Kennedy,Birmingham 2022 Commonwealth Games,Clermont Foot vs PSG,Archie Battersbee,The Block 2022,India vs West Indies,Leicester City vs Brentford,Masked Singer Australia 2022,Nigella Lawson,Britney Spears,West Ham vs Man City,Swarmz,Brisbane vs Carlton,The Block,Dalai Lama,Tottenham,MotoGP,Jamahal Hill,2022,8
2692,2728,US,UK,2022-08-08 18:58:03,Evening,Cale Gundy,Dejounte Murray,Lake Mead,Skete Davidson,West Ham vs Man City,Man United vs Brighton,Cat,Inflation Reduction Act,Roger Mosley,Barcelona vs Pumas UNAM,Teresa Giudice wedding,Barcelona,Britney Spears,Sue Bird,Nick Faldo,FC Barcelona,Kareem Hunt,Roger Waters,Giannis Antetokounmpo,AIG Women's Open,2022,8
2693,2729,UK,UK,2022-08-08 18:58:03,Evening,Rabiot,Ryan Giggs,Matt Goss,Boomtown,Kasper Schmeichel,Conor Coady,Gordon Brown,FC Barcelona,June Spencer,Skete Davidson,Human remains found Lake Mead,Iceland vouchers for pensioners,Man United vs Brighton,Man City,Leicester City vs Brentford,Cat,West Ham vs Man City lineups,Love Island reunion,Arnautovic,Barcelona vs Pumas UNAM,2022,8
2695,2731,DE,UK,2022-08-08 18:58:03,Evening,Barcelona,Roger E. Mosley,Schalke 04,Roger Waters,Biontech,Katze,Dustin Hoffman,Schalke,VfB Stuttgart,Patricia Schlesinger,Manchester City,DAZN,Timo Werner,Sandman,Borussia Dortmund,Achterbahn-Unfall,Kalifornische Kettennatter,Russland Ukraine krieg Liveblog,VfB,Britney Spears,2022,8
2696,2732,FR,UK,2022-08-08 18:58:03,Evening,Tom Selleck,Mickey Rourke,Disparition de Delphine Jubillar,Barca,FC Barcelone,Alexis Sanchez,Aïssa Maïga,Samuel Le Bihan,Sebastien Raoult,Compiègne,La Seine Beluga,Juventus,FC Lorient,Florian Sotoca,Guerre Ukraine Russie centrale nucléaire,Marseille \u2013 Reims,Lens,Lille \u2013 Auxerre,West Ham \u2013 Man City,Rennes \u2013 Lorient,2022,8
2697,2733,NL,UK,2022-08-08 18:58:03,Evening,Tim den Besten,Blauwalg,Barca,Ten Hag,Johanna ter Steege,Feyenoord,Manchester United,Derk Sauer,Barcelona,FC Twente,AZ,NEC,Steven Brunswijk,PEC Zwolle,FC Volendam,Tannane,Szymanski,Senesi,Marion Bloem,Cambuur,2022,8
2698,2734,IT,UK,2022-08-08 18:58:03,Evening,Juve-Atletico Madrid,Gatto,Genoa Benevento,Modena-Sassuolo,Manovra di Heimlich,Juve,Roger E. Mosley,Salernitana,San Domenico,Rabiot,ATP Montreal,Beluga,Luca Barbarossa,Aurora Ramazzotti,Marcinelle,Minions 2: Come Gru diventa cattivissimo,Chiara Nasti,Cane,Dustin Hoffman,Tommaso Zorzi,2022,8
2699,2735,AUS,UK,2022-08-08 18:58:03,Evening,Rabiot,Cat,Leandro Lo,Dog,Nigella Lawson,John Barilaro,Wayne Carey,Love Island reunion 2022,Nathan Stapleton,Hockeyroos,Stretton,Barcelona,Patrick Cripps,Frank Ocean,Oz Minerals,Skete Davidson,Lion's Gate Portal,Sophie Ellis-Bextor,Timo Werner,Malmsbury Youth Justice Centre,2022,8
2701,2737,US,UK,2022-08-09 08:05:04,Morning,John Travolta,Trump,Ryan Fellows,Ashton Kutcher,Cale Gundy,Ezra Miller,David McCullough,Skete Davidson,Ahmaud Arbery,Kevin Durant,Tom Brady,Grease actor Eddie Deezen,Lake Mead,Serena Williams,Paolo Banchero,GME,Bridget. Guilty Gear,Magnum P.I,Odell Beckham Jr,Nvidia stock,2022,8
2702,2738,UK,UK,2022-08-09 08:05:04,Morning,John Travolta,Ozzy Osbourne,Rabiot,Ryan Giggs,UB40,West Brom vs Watford,Andrea Spendolini-Sirieix,Pete Davidson,Matt Goss,Conor Coady,Black Sabbath,Boomtown,Remi Love Island,Human remains found Lake Mead,Gordon Brown,Ashton Kutcher,Cambridge,June Spencer,Thornton Heath,FC Barcelona,2022,8
2704,2740,DE,UK,2022-08-09 08:05:04,Morning,Dortmund Polizei erschießt 16 jährigen,John Travolta,Jupiter,Meghan Markle,Barcelona,FC Barcelona,Nino de Angelo,Stefanie Hertel,Roger E. Mosley,Erling Haaland,Shindy,Schalke 04,BioNTech,Roger Waters,NVIDIA-Aktie,Pakistan,Gerhard Schröder,Mariä Himmelfahrt,Schalke,Patricia Schlesinger,2022,8
2705,2741,FR,UK,2022-08-09 08:05:04,Morning,Gérard Depardieu,John Travolta,Roger E. Mosley,Caen \u2013 Metz,Sebastien Raoult,Les Fugitifs,Disparition de Delphine Jubillar,Mickey Rourke,Barca,FC Barcelone,Alexis Sanchez,Renaud,Aïssa Maïga,Chat,Touriste francaise ours polaire,Compiègne,La Seine Beluga,Juventus,FC Lorient,Guerre Ukraine Russie centrale nucléaire,2022,8
2706,2742,NL,UK,2022-08-09 08:05:04,Morning,Kat,John Travolta,Tim den Besten,Ten Hag,Feyenoord,Manchester United,Derk Sauer,Barcelona,FC Twente,Vitesse,NEC,PEC Zwolle,Galatasaray,Cambuur,Canal Parade,Eredivisie,Heracles,Alex Jones,N.E.C,Nick en Simon,2022,8
2707,2743,IT,UK,2022-08-09 08:05:04,Morning,Vittorio Sgarbi Svizzera,Bruno Arena,Tanganga,Francesca Ferragni,Katia Follesa,Villar,Letizia Ortiz,Oculus film,Olivia Newton,Modena-Sassuolo,Genoa Benevento,Gatto,Bologna  Cosenza,Cremonese-Ternana,Dustin Hoffman,Manovra di Heimlich,Roma,Antonella Rocchi RTL 102.5,Roger E. Mosley,Juve,2022,8
2708,2744,AUS,UK,2022-08-09 08:05:04,Morning,Trump,Xanadu,Test,Rabiot,Ezra Miller,Ozzy Osbourne,Ashton Kutcher,on-J,Greece,Roger Federer,Married At First Sight,GoogleDown,Grace Tame,Helen Coulston,Cat,Pete Davidson,Man City,Dog,Wayne Carey,Leandro Lo,2022,8
2710,2746,US,UK,2022-08-09 18:58:04,Evening,Anne Heche,Issey Miyake,MSNBC,Roquan Smith,Chris Sale,Tower of Fantasy,John Travolta,Trump,Pete Davidson,Ashton Kutcher,Ryan Fellows,Ezra Miller,Cale Gundy,David McCullough,Serena Williams,Dog,Grease actor Eddie Deezen,Kevin Durant,Tom Brady,Roger E. Mosley,2022,8
2711,2747,UK,UK,2022-08-09 18:58:04,Evening,Trump,Issey Miyake,Taika Waititi,Ezra Miller,Serena Williams,Rangers vs Union Saint-Gilloise,Greece,Lamont Dozier,Tyson Fury,Pingu voice actor dies,John Travolta,Ozzy Osbourne,Rabiot,Kate Greville,UB40,Matt Goss,West Brom vs Watford,Andrea Spendolini-Sirieix,Pete Davidson,Conor Coady,2022,8
2713,2749,DE,UK,2022-08-09 18:58:04,Evening,Ashton Kutcher erkrankung,Trump,Beatrice Egli,Dortmund Polizei erschießt 16-Jährigen,Saporischschja,Kostic,Ezra Miller,Pete Davidson,Valentina Pahde,Heinz Behrens,Daniel Aminati,Rita Ora,Serena Williams,John Travolta,Issey Miyake,Meghan Markle,Vera Int-Veen,Haftbefehl,Schalke 04,Eisi Gulp,2022,8
2714,2750,FR,UK,2022-08-09 18:58:04,Evening,Issey Miyake,Trump,Gérard Depardieu,PSV Eindhoven \u2013 Monaco,Ezra Miller,Tour de l'Ain 2022,Ambroisie,Serena Williams,Pete Davidson,Saint Amour,Kylian Mbappé PSG,Incendie Montaigu,Incendie Gironde,Attentat rue des Rosiers,Real \u2013 Eintracht,Un condamné à mort s'est échappé,Elton John,John Travolta,Roger E. Mosley,Caen \u2013 Metz,2022,8
2715,2751,NL,UK,2022-08-09 18:58:04,Evening,Brand Ouddorp,PSV  Monaco,Issey Miyake,Trump,Serena Williams,Over Mijn Lijk,John Travolta,Tim den Besten,Andy van der Meijde,Ten Hag,Manchester United,Barcelona,FC Twente,Vitesse,NEC,PEC Zwolle,Cambuur,Canal Parade,Eredivisie,Heracles,2022,8
2716,2752,IT,UK,2022-08-09 18:58:04,Evening,Kostic,Totti e Noemi,Nuovo virus Cina,Issey Miyake,Bambino attaccato dagli squali,Vittorio Sgarbi Svizzera,Petagna,Samanta Togni,Vilhena,Udogie,Superenalotto oggi,Vlasic,Concorso Comune di Napoli,Katia Follesa,West Nile,Trump,Gino Paoli,Sondaggi politici Calenda,Bruno Arena,Francesca Ferragni,2022,8
2717,2753,AUS,UK,2022-08-09 18:58:04,Evening,Swarmz,Rita Ora,Rudi Koertzen,Trump,Xanadu,Pete Davidson,Issey Miyake,Ashton Kutcher,Ozzy Osbourne,Ezra Miller,Test,Rabiot,on-J,Married At First Sight,Ray Hadley 2GB,Serena Williams,Roger Federer,Google Down,BLACKPINK,Colleen South,2022,8
2719,2755,US,UK,2022-08-10 08:05:03,Morning,Anne Heche,Issey Miyake,Marshawn Lynch,Taika Waititi,Roquan Smith,Tower of Fantasy,MSNBC,HARD KNOCKS 2022,Real Madrid,Merrick Garland,Whitney Houston,The Breakfast Club,Wisconsin primary 2022,John Travolta,Trump,Pete Davidson,Ashton Kutcher,Ryan Fellows,Serena Williams,Ezra Miller,2022,8
2720,2756,UK,UK,2022-08-10 08:05:03,Morning,Tom Daley,Rangers vs Union Saint-Gilloise,Issey Miyake,Trump,Norwich City vs Birmingham,Taika Waititi,Ezra Miller,Sam Womack,Serena Williams,Cody Gakpo,PSV vs Monaco,Bradford City vs Hull City,Lamont Dozier,Michael Knighton,Tyson Fury,Bernardo Silva,Carabao Cup,Greece,Steven Gerrard,Huddersfield vs Preston,2022,8
2722,2758,DE,UK,2022-08-10 08:05:03,Morning,Anne Heche,3. Liga,Heinz Behrens,Trump,Kostic,Beatrice Egli,Issey Miyake,Saporischschja,Frankfurt Real Madrid,Echinger See,Serena Williams,Pete Davidson,Bauer sucht Frau,Daniel Aminati,Krim,Rot-Weiss Essen,Ashton Kutcher,Olivia Newton,Hund,Haftbefehl,2022,8
2723,2759,FR,UK,2022-08-10 08:05:03,Morning,Beluga,Benjamin Mendy,One Piece Red,Stéphane Bern frère,PSV Eindhoven \u2013 Monaco,Issey Miyake,Hostens,Mostuejouls,Trump,Tower of Fantasy,Serena Williams,Ezra Miller,Sacha Houlié,Gérard Depardieu,Gruissan,Tour de l'Ain 2022,Selena Gomez,Pete Davidson,Ambroisie,Aretha Franklin,2022,8
2724,2760,NL,UK,2022-08-10 08:05:03,Morning,Beloega,PSV-Monaco,Brand Ouddorp,Rangers,Trump,Issey Miyake,Serena Williams,Donny van Iperen,Over Mijn Lijk,Amalia,John Travolta,Manchester United,Barcelona,FC Twente,Vitesse,NEC,PEC Zwolle,Cambuur,Canal Parade,Eredivisie,2022,8
2725,2761,IT,UK,2022-08-10 08:05:03,Morning,San Lorenzo giorno,Orvieto,Werner,Terremoto oggi,Santa Chiara,Ndombele,Terremoto,Gianni Sperti,Biagio D'Anelli,Simone Inzaghi,Crimea,Zuckerberg WhatsApp,Biagio Antonacci,Manuel Agnelli Maneskin,Estrazione Superenalotto,Totti,Nuovo virus Cina,Stockard Channing,Gino Paoli,Monteforte Irpino,2022,8
2726,2762,AUS,UK,2022-08-10 08:05:03,Morning,Taika Waititi,Starburst,Cameron Smith,Rudi Koertzen,Tower of Fantasy,Langya virus,Rangers vs Union Saint-Gilloise,Leigh Griffiths,CBA ASX,Vale,John Travolta,Trump,Xanadu,Pete Davidson,Issey Miyake,Serena Williams,Ashton Kutcher,Ozzy Osbourne,Ezra Miller,Test,2022,8
2728,2764,US,UK,2022-08-10 18:58:03,Evening,CPI,Steven Seagal,Real Madrid vs Eintracht Frankfurt,Ilhan Omar,Jon Hamm,Anne Heche,Issey Miyake,Taika Waititi,Tower of Fantasy,Roquan Smith,The Breakfast Club,Real Madrid,Chris Sale,Venus Williams,Hard Knocks 2022,Merrick Garland,Whitney Houston,John Travolta,Trump,Pete Davidson,2022,8
2729,2765,UK,UK,2022-08-10 18:58:03,Evening,Raymond Briggs,Murad Merali,Real Madrid,Samsung,Polio,Tower of Fantasy,Venus Williams,Tom Daley,Ipswich Town vs Colchester,Conor Benn,Rangers vs Union Saint-Gilloise,Issey Miyake,Trump,Norwich City vs Birmingham,Serena Williams,Taika Waititi,Sam Womack,Ezra Miller,Cody Gakpo,Michael Knighton,2022,8
2731,2767,DE,UK,2022-08-10 18:58:03,Evening,Uwe Seeler,Steven Seagal,Kalte Progression,Belugawal,Frankfurt Real Madrid,Jugendwort 2022,Anne Heche,Heinz Behrens,Trump,3. Liga,Kostic,Let\u2019s Dance,Echinger See,Issey Miyake,Tower of Fantasy,Krim,Serena Williams,Saporischschja,Daniel Aminati,16-Jähriger erschossen,2022,8
2732,2768,FR,UK,2022-08-10 18:58:03,Evening,Beluga,Nouveau virus en Chine Langya,Benjamin Mendy,Aya Nakamura,Stéphane Bern frère,One Piece: Red,Nope,Incendie Nantes,Fernando Chalana,Lance Armstrong,Aéroport Roissy,Locke and Key,PSV Eindhoven \u2013 Monaco,Alexis Sanchez,Issey Miyake,Real \u2013 Eintracht,Aveyron,Tower of Fantasy,Serena Williams,Trump,2022,8
2733,2769,NL,UK,2022-08-10 18:58:03,Evening,Champions League,Beloega,Real Madrid,Deliveroo,Tadic,Dusan Tadic,Omroep Zeeland,PSV,Rangers,Trump,Serena Williams,Donny van Iperen,Over Mijn Lijk,Amalia,Olivia,Manchester United,Barcelona,FC Twente,Vitesse,NEC,2022,8
2734,2770,IT,UK,2022-08-10 18:58:03,Evening,Beluga,Cottarelli,Terremoto oggi,Aboubakar Soumahoro,10 agosto,Werner,Orvieto,Santa chiara,Gianni Sperti,Dessers,Soleil Sorge,Adriano Celentano Claudia Mori,Zuckerberg WhatsApp,Rovella,Kessie,Domino's Pizza,Kyrgios,Angela Celentano,Crimea,Misoginia,2022,8
2735,2771,AUS,UK,2022-08-10 18:58:03,Evening,Taika Waititi,Starburst,Langya virus,Tower of Fantasy,Cameron Smith,Lauren Jackson,Rudi Koertzen,LIV Golf,Kristen Bell,I Am Groot,Meg Lanning,Venus Williams,Timo Werner,Steven Seagal,Locke and Key,Real Madrid,CBA ASX,Leigh Griffiths,Vale,John Travolta,2022,8
2737,2773,US,UK,2022-08-11 08:05:03,Morning,Real Madrid vs Eintracht Frankfurt,CPI,Samsung,Keke Palmer,Armie Hammer,MLS All-Stars vs Liga MX All-Stars,Mother,Locke and Key,Kylie Jenner,Steven Seagal,Full moon,Madonna,I Am Groot,Fifth Amendment,Splatoon 3,Ilhan Omar,Cult of the Lamb,Anne Heche,Tower of Fantasy,Real Madrid,2022,8
2738,2774,UK,UK,2022-08-11 08:05:03,Morning,Skye,The Duchess,Aubameyang,Kylie Jenner,Tony Adams,Real Madrid vs Eintracht Frankfurt,Raymond Briggs,Murad Merali,Sheffield Wednesday vs Sunderland,Polio,Samsung,Andy Murray,Paul Chuckle,Tower of Fantasy,Faye Winter,Will Smeed,Shetland,Coventry vs Bristol City,Middlesbrough vs Barnsley,Sunderland,2022,8
2740,2776,DE,UK,2022-08-11 08:05:03,Morning,Fussball,Barbara Salesch,Uwe Seeler,Dynamo Dresden,Samsung,Kalte Progression,Toni Kroos,Rammstein München,Peter Fischer,Real Madrid gegen Eintracht Frankfurt,Jugendwort 2022,Tower of Fantasy,Trump,Kostic,Serena Williams,Krim,Daniel Aminati,Olivia Newton,Katze,Hund,2022,8
2741,2777,FR,UK,2022-08-11 08:05:03,Morning,Cult of the Lamb,Lune,Beluga,Aya Nakamura,Nouveau virus en Chine Langya,Benjamin Mendy,William Leymergie,Rachel Legrain-Trapani,Monaco,Stéphane Bern frère,Incendie Nantes,La chair de l'orchidée,Renaud,Nope,One Piece: Red,Fernando Chalana,Ouistreham,Locke and Key,Incendie Jura,Lance Armstrong,2022,8
2742,2778,NL,UK,2022-08-11 08:05:03,Morning,Postcodeloterij,Mark Parsons,Real Madrid,Champions League,Deliveroo,Dusan Tadic,Omroep Zeeland,PSV,Rangers,Trump,Serena Williams,Donny van Iperen,Olivia,Manchester United,Barcelona,FC Twente,Vitesse,NEC,PEC Zwolle,Cambuur,2022,8
2743,2779,IT,UK,2022-08-11 08:05:03,Morning,Rettore,Lokonga,Lo Celso,Battiti Live 2022,Dario Franceschini,Beluga,Carlos Alcaraz,Cottarelli,Ricchi e Poveri,Santa Chiara,Aboubakar Soumahoro,Adriano Celentano Claudia Mori,Misoginia,10 agosto,Kessie,What They Had,Terremoto oggi,Werner,Domino's Pizza,Orvieto,2022,8
2744,2780,AUS,UK,2022-08-11 08:05:03,Morning,Paul Green,Samsung,Kyle Sandilands,Kyrgios,RAKSHA BANDHAN 2022,Armie Hammer,US inflation,Fred Savage Wonder Years,Mother,Cult of the Lamb,Roger Waters,Lal Singh Chaddha,Gord Lewis,Raymond Briggs,Murad Merali,Gene LeBell,Real Madrid vs Eintracht Frankfurt,Taika Waititi,Langya virus,Tower of Fantasy,2022,8
2746,2782,US,UK,2022-08-11 18:58:03,Evening,Tower of Fantasy,Tommy Lee,Beto O'Rourke,Dogs,James White,Steve Martin,Real Madrid vs Eintracht Frankfurt,CPI,Armie Hammer,Samsung,Madonna,Mother,Kylie Jenner,Locke and Key,Steven Seagal,Cult of the Lamb,Fifth Amendment,I Am Groot,Splatoon 3,Ilhan Omar,2022,8
2747,2783,UK,UK,2022-08-11 18:58:03,Evening,Tommy Lee,Skye,The Duchess,Raksha Bandhan,Armie Hammer,De Jong,Aubameyang,Piers Morgan Jeremy Kyle,Tony Adams,Sergio Gomez,Kylie Jenner,Britney Spears,Marcus Mumford,Bristol Balloon Fiesta,Laal Singh Chaddha,Blackburn Rovers,Real Madrid vs Eintracht Frankfurt,Raymond Briggs,Murad Merali,Polio,2022,8
2749,2785,DE,UK,2022-08-11 18:58:03,Evening,Legoland,Tower of Fantasy,Barbara Salesch,Fussball,Andrej Mangold,Eintracht Frankfurt,Uwe Seeler,RTL,Samsung,Dynamo Dresden,Toni Kroos,Lindner,Sternschnuppen,Real Madrid gegen Eintracht Frankfurt,Frankfurt Real Madrid,Supercup UEFA,Tower of Fantasy,Jugendwort 2022,Trump,Kostic,2022,8
2750,2786,FR,UK,2022-08-11 18:58:03,Evening,Armie Hammer,Johnny Depp,Kylian Mbappé PSG,Cult of the Lamb,Griezmann,Batz-sur-Mer,Kylie Jenner,Jean-Luc Reichmann,Kyrgios,Sainte Claire,Beluga,Real Madrid,Aya Nakamura,William Leymergie,Nouveau virus en Chine Langya,Benjamin Mendy,Rachel Legrain-Trapani,Feux en Gironde,Incendie Nantes,Stéphane Bern frère,2022,8
2751,2787,NL,UK,2022-08-11 18:58:03,Evening,Postcodeloterij,Grease,Floor Jansen,Expeditie Robinson,Mark Parsons,Armie Hammer,PSV,Real Madrid,Deliveroo,Omroep Zeeland,Volle maan,Trump,Serena Williams,Olivia,Manchester United,Barcelona,FC Twente,Vitesse,NEC,PEC Zwolle,2022,8
