,id,kw_location,time_location,created_date,period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,year,month
6664,6700,DE,UK,2023-04-03 08:05:03,Morning,Karfreitag,Bayern gegen Dortmund,Unfall Bad Langensalza,Werder Bremen,1. FC Köln,Dynamo Dresden,Notting Hill,Hansa Rostock,Besiktas,Tatort: Donuts,WWE,Kindergrundsicherung,Flandern-Rundfahrt,Michael Wendler,Formel 1,DSDS,Premier League,VfB Stuttgart,Schalke,Sanna Marin,2023,4
6665,6701,FR,UK,2023-04-03 08:05:03,Morning,Martine Froger,Graham Potter,Paris-sg \u2013 Lyon,Florent Pagny,Vote trottinette Paris,Ryuichi Sakamoto mort,Monaco \u2013 Strasbourg,Naples \u2013 AC Milan,Picasso,Les Grands Buffets,Anthony Joshua,Karl Lagerfeld,FC Nantes,Les Choses de la vie,Coupe de France,Pour qui sonne le glas,Top Gun,Marathon Paris,LOSC,Narbonne,2023,4
6666,6702,NL,UK,2023-04-03 08:05:03,Morning,Ajax,Feyenoord,F1,Max Verstappen,FC Groningen,FC Utrecht,PSG,Fortuna Sittard,Napoli,Lotte Kopecky,Sanna Marin,Nyck de Vries,GP,AZ,Pogacar,PSV,Manchester United,FC Emmen,Vitesse,NEC,2023,4
6667,6703,IT,UK,2023-04-03 08:05:03,Morning,"Roma, grandine",Vladlen Tatarsky,Catania calcio,Rockets  Lakers,Porto  Portimonense,Antonino Cannavacciuolo,Juve Stabia,Succession,Francesco Gabbani,Monza-Lazio,Bologna-Udinese,Domenica delle Palme 2023,Spezia-Salernitana,Eliminato Amici,Champions League,Ligue 1,Massimo Boldi,Sanna Marin,Giornata autismo,Elezioni Regionali FVG,2023,4
6668,6704,AUS,UK,2023-04-03 08:05:03,Morning,Yunupingu death,West Ham vs Southampton,Napoli vs Milan,Tour of Flanders 2023,Real Madrid,Curtis Scott,Fremantle Dockers,Bulldogs,Malka Leifer,EziBuy,Gigi Hadid,Vladlen Tatarsky,Brendan Rodgers,Roman Reigns,Brian Walsh,I'm A Celebrity,Gold Coast vs Geelong,Tom Pelphrey,Oscar Piastri,Fernando Alonso,2023,4
6670,6706,US,UK,2023-04-03 18:58:07,Evening,Knicks,The Masters,Chris Hemsworth,UConn vs San Diego State,LSU women's basketball,CMT Awards 2023,LSU women's basketball coach,Jelly Roll,F1,Red Sox,Asa Hutchinson,Manchester United,Neil Diamond,Cody Rhodes,Kelsea Ballerini,Zendaya,SNL,Iowa,Denver Nuggets,Bucks,2023,4
6671,6707,UK,UK,2023-04-03 18:58:07,Evening,Greatest Hits Radio,Thomas Cashman,Timothy Schofield,Marlene Schiappa,Kevin Costner Yellowstone,Derek Jacobi,Roman Reigns,Cody Rhodes,Passport Office strike,Next Leicester manager odds,Finland,Neil Jones,Newcastle vs Man United,Joshua vs Franklin,West Ham vs Southampton,Olivier Awards 2023,Real Madrid vs Valladolid,Napoli vs Milan,F1 Australia,Tom Pelphrey,2023,4
6673,6709,DE,UK,2023-04-03 18:58:07,Evening,Deutschlandticket,Elton,Karfreitag,Montenegro,Militante Veganerin,Sanna Marin,Werder Bremen,Unfall Thüringen,Picasso,Real Madrid,Notting Hill,Besiktas,Tim Raue,WWE WrestleMania 39,Holstein Kiel,WWE,Kindergrundsicherung,Gladbach,Daniel Aminati,Flandern-Rundfahrt,2023,4
6674,6710,FR,UK,2023-04-03 18:58:07,Evening,Marseille,Martine Froger,Bruce Toussaint,Trottinette électrique,Bruce Willis,Immobilier,Philippe Caverivière (RTL,Laurent Blanc,Patrick Bruel,Graham Potter,Ed Sheeran,uTip,Bernard Pivot,Je te promets TF1,Girl in Red,Real Madrid \u2013 Valladolid,Florent Pagny,Trottinette électrique Paris,Ryuichi Sakamoto mort,Monaco \u2013 Strasbourg,2023,4
6675,6711,NL,UK,2023-04-03 18:58:07,Evening,Jutta Leerdam,Meghan Markle,Arbeidsongeschiktheidsverzekering,Ajax,Feyenoord,FC Groningen,Pogacar,FC Utrecht,Verstappen,Fortuna Sittard,Napoli,Sanna Marin,Lotte Kopecky,Parijs-Roubaix,Alonso,AC Milan,Hamilton,Utrecht FC,AZ,Postcode Loterij,2023,4
6676,6712,IT,UK,2023-04-03 18:58:07,Evening,Champions League,Empoli-Lecce,Tatarsky,Raf,Resta con me ultima puntata,Roma grandine,Napoli milan calcio spalletti,Sassuolo-Torino,Trevignano,Luciana Littizzetto,Verratti,Matteo Berrettini,Francesco Gabbani,Potter,Moto3,I migliori giorni,Catania calcio,Porto  Portimonense,Moto2,Michele,2023,4
6677,6713,AUS,UK,2023-04-03 18:58:07,Evening,Chris Hemsworth,Yunupingu death,Graham Potter,Malka Leifer,Sanna Marin,Real Madrid,EziBuy,Curtis Scott,PSG vs Lyon,Fremantle Dockers,Bulldogs,Vladlen Tatarsky,Roman Reigns,Ben and Jerry's,Tour of Flanders,Gigi Hadid,Napoli,RBA,West Ham,Dylan Mulvaney,2023,4
6679,6715,US,UK,2023-04-04 08:05:02,Morning,Donald Trump,Trump,Blue Beetle,Tottenham,Dogecoin,Andrew Wiggins,Knicks,The Masters,Moana,Super Mario Bros. Movie,WWE sold,Japan,CBS,"Angel Reese, Caitlin Clark",76ers,Roy McGrath,Finland,Bushwhacker Butch,McDonald's layoffs,UConn basketball,2023,4
6680,6716,UK,UK,2023-04-04 08:05:02,Morning,Virgin Media,Donald Trump,Leonardo DiCaprio,Everton vs Tottenham,Timothy Schofield,Nigel Lawson,Greatest Hits Radio,Thomas Cashman,Roman Reigns,Snoop Dogg,Chelsea fc,Neil Jones,Marlene Schiappa,Everton fc,Derek Jacobi,Passport Office strike,Vince McMahon,Kevin Costner Yellowstone,Lionel Messi PSG,Finland,2023,4
6682,6718,DE,UK,2023-04-04 08:05:02,Morning,DFB-Pokal,Ed Sheeran,NATO,Deutschlandticket,Postbank,DFB-Pokal,Sanna Marin,Höhle der Löwen,Karfreitag,Dogecoin,Verbraucherzentrale,Matcha,Unfall Bad Langensalza,Picasso,WWE WrestleMania 39,Kindergrundsicherung,Werder,Hoffenheim,DSDS,FC Bayern,2023,4
6683,6719,FR,UK,2023-04-04 08:05:02,Morning,Trump,Blanche Gardin,Dogecoin,Blue Beetle,PSG/Lyon,Marseille,Je te promets,Frédéric Beigbeder,David Hallyday,Trottinette électrique,Bruce Willis,Greve jeudi 6 avril,Immobilier,Eric Emmanuel Schmitt,Tottenham,Benedicte Taurine,uTip,Laurent Blanc,Graham Potter,Burt Lancaster,2023,4
6684,6720,NL,UK,2023-04-04 08:05:02,Morning,Voorschoten,Trump,Jetro Willems,Peter Bosz,Roda JC,De Graafschap,Jutta Leerdam,Spakenburg PSV,BKR,Dogecoin,Arbeidsongeschiktheidsverzekering,Almere City,Meghan Markle,Ajax,FC Utrecht,FC Groningen,Go Ahead Eagles,Barry Atsma,Fortuna Sittard,Pogacar,2023,4
6685,6721,IT,UK,2023-04-04 08:05:02,Morning,Grande Fratello Vip,Incendio Parco Groane,Pnrr,Trump,Blue Beetle,Report,Romina Power,Elezioni comunali Udine 2023,Svitolina,Esenzione Ticket,Empoli-Lecce,Sassuolo-Torino,Coppa Italia,Champions League,Fabio Fognini,Tatarsky,Everton-Tottenham,Chelsea,Anna Karenina,Resta con me ultima puntata,2023,4
6686,6722,AUS,UK,2023-04-04 08:05:02,Morning,Everton vs Tottenham,Donald Trump,Jarryd Hayne,NCAA,Dwayne Johnson,Aesop,Blue Beetle,Trove,Trump indictment,Marlene Schiappa,Russell Crowe,Chris Hemsworth,Vince McMahon,Dogecoin,TikTok ban Australia,Uzbekistan,Oil price,RBA,Yunupingu death,Malka Leifer,2023,4
6688,6724,US,UK,2023-04-04 18:58:03,Evening,March Madness,Jill Biden,Anthony Rendon,Wisconsin Supreme Court election,Jedi: Survivor,Trump,UConn,Blue Beetle,Masters,Moana,Finland,Dogecoin,Andrew Wiggins,Knicks,Tottenham,Chris Hemsworth,Super Mario Bros. Movie,Bushwhacker Butch,WWE sold,CBS,2023,4
6689,6725,UK,UK,2023-04-04 18:58:03,Evening,Virgin Media,Donald Trump,Amir Khan,Virgin,Dogecoin,Leonardo DiCaprio,Test,Moana,Chris Hemsworth,Everton vs Tottenham,Timothy Schofield,Nigel Lawson,Thomas Cashman,Greatest Hits Radio,Finland,Roman Reigns,Snoop Dogg,Chelsea fc,Marlene Schiappa,Personality test,2023,4
6691,6727,DE,UK,2023-04-04 18:58:03,Evening,Eintracht Frankfurt gegen Union Berlin,Trump,Muriel Baumeister,NATO,Günther Jauch,Zugunglück Niederlande,Klaus Teuber,Ed Sheeran,Japan,DFB-Pokal,Deutschlandticket,Postbank,Höhle der Löwen,Dogecoin,Karfreitag,Verbraucherzentrale,Markus Lanz,Matcha,Militante Veganerin,Unfall Bad Langensalza,2023,4
6692,6728,FR,UK,2023-04-04 18:58:03,Evening,Trump,Marlène Schiappa,Blanche Gardin,Disparition,Dogecoin,Bernard Tapie,Blue Beetle,Aesop,Yves Saint Laurent,Pleine lune avril 2023,Greve 6 avril 2023,Guingamp \u2013 Bordeaux,Marseille,Frédéric Beigbeder,David Hallyday,Philippe Caverivière RTL,Trottinette électrique,Bruce Willis,Bernard Pivot,Eric Emmanuel Schmitt,2023,4
6693,6729,NL,UK,2023-04-04 18:58:03,Evening,Treinongeluk,Twitter,KNVB Beker,Trump,Stromae,KNVB,Omroep West,Roda JC,Donald Trump,De Graafschap,Karsu,Jake Paul,Spakenburg PSV,Dogecoin,Almere City,Finland,Meghan Markle,Tata Steel,Tottenham,Ajax,2023,4
6694,6730,IT,UK,2023-04-04 18:58:03,Evening,Grande Fratello Vip,Chi ha vinto il Grande Fratello 2023,Trump,Incendio Parco Groane,La scelta di Lavinia,Acmella Oleracea,Dogecoin,Marco Giallini,Tottenham,Blue Beetle,Musetti,Torino FC,Joaquin cortes,San Vincenzo,Report,Luigi Lo Cascio,Renzo Rosso,Elezioni comunali Udine 2023,De Gregori,Romina Power,2023,4
6695,6731,AUS,UK,2023-04-04 18:58:03,Evening,Donald Trump,Jarryd Hayne,Everton vs Tottenham,Dogecoin,Dwayne Johnson,Aesop,NCAA,Blue Beetle,TikTok ban Australia,Chris Hemsworth,Plane crash today Queensland,Vince McMahon,Trove,Marlene Schiappa,Full moon,Lionel Messi PSG,Super Mario Bros. Movie,BTS Jimin,Hugh Jackman,Jedi: Survivor,2023,4
6697,6733,US,UK,2023-04-05 08:05:02,Morning,Wisconsin Supreme Court election,Chicago mayoral election,Trump speech TODAY,Lakers,Barbie movie,Chelsea vs Liverpool,Earthquake,Padres,Jill Biden,Spider-Man: Across the Spider-Verse,Suns,Shrek 5,Bayern Munich,Larry Hogan,AMC stock,Anthony Rendon,Juan Merchan,Pretty Lights,Klay Thompson,Kid Rock and Bud Light,2023,4
6698,6734,UK,UK,2023-04-05 08:05:02,Morning,Juventus vs Inter,Daniel Sturridge,Virgin Media,Donald Trump,Leeds United,Leicester City vs Aston Villa,Chelsea,Liverpool FC,Amir Khan,Al Nassr,Barbie movie,Bournemouth vs Brighton,Virgin,Dogecoin,Bayern Munich,Rain Dogs,Leonardo DiCaprio,Arraignment,Moana,Passenger dies on Jet2 flight,2023,4
6700,6736,DE,UK,2023-04-05 08:05:02,Morning,Chelsea,Eintracht Frankfurt gegen Union Berlin,Trump,Paul Hogan,Muriel Baumeister,Nato,Klaus Teuber,Liverpool,Schweinsteiger,Marteria,Guide Michelin,Japan,DFB-Pokal,Deutschlandticket,Dogecoin,Karfreitag,Militante Veganerin,Unfall Bad Langensalza,Picasso,WWE WrestleMania 39,2023,4
6701,6737,FR,UK,2023-04-05 08:05:02,Morning,Coupe de France,Messi,Thomas Bangalter,Osasuna,Greve jeudi,Maison Gainsbourg,Trump,Chelsea \u2013 Liverpool,Bayern \u2013 Fribourg,Marlène Schiappa,Blanche Gardin,Juventus \u2013 Inter,Stromae,Al-Nassr,Disparition,Bernard Arnault,Herve Renard,Bilal Hassani,Basquiat,Dogecoin,2023,4
6702,6738,NL,UK,2023-04-05 08:05:02,Morning,Leiden,Treinongeluk,Chelsea  Liverpool,Twitter,Trump,Stromae,Feyenoord Ajax,Bayern,Spakenburg voetbal,Juventus,Omroep West,Roda JC,Karsu,Spakenburg PSV,Jutta Leerdam,Finland,Ajax,FC Utrecht,FC Groningen,Go Ahead Eagles,2023,4
6703,6739,IT,UK,2023-04-05 08:05:02,Morning,Bonus revisione auto,Vlahovic,Jazz  Lakers,Robert Downey Jr,Gisele Bündchen,The Good Mothers,Kurt Cobain,Grande Fratello Vip,Trump,Laura Pausini,Chelsea  Liverpool,Incendio Parco Groane,La scelta di Lavinia,Io prima di te,San Vincenzo,Madame,Al Nassr,Mediaset,Acmella Oleracea,Watchmen,2023,4
6704,6740,AUS,UK,2023-04-05 08:05:02,Morning,Barbie movie,Chelsea vs Liverpool,Book Depository,Arraignment,Al Nassr,Viva Energy,Lakers,Cleo Smith,CFMEU,Leeds United vs nottm Forest,Rupert Murdoch,Liverpool FC,Cost of living crisis Australia,Passover,Bayern Munich,Marjorie Greene,Leonardo DiCaprio,Shrek 5,Hillsong Church,Juventus vs Inter,2023,4
6706,6742,US,UK,2023-04-05 18:58:02,Evening,Bob Lee,Real Madrid,Tornado,Tricia Cotham,Bulls,American Idol Katy Perry,Nuggets,Chicago mayoral election,Wisconsin Supreme Court election,Lakers,Barbie trailer,Chelsea vs Liverpool,Passover,Earthquake,76ers,Kid Rock and Bud Light,Chelsea,Padres,Bad Bunny,Al-Nassr,2023,4
6707,6743,UK,UK,2023-04-05 18:58:02,Evening,Nicola Sturgeon,Juventus vs Inter,Luis Enrique,Ched Evans,Lewis Capaldi,Fleetwood Mac Christine McVie,Daniel Sturridge,Real Madrid,Book Depository,Salcombe,Bernard Arnault,Rupert Murdoch,Shrek 5,Frank Lampard,Passover,Reading fc,Virgin Media,Donald Trump,Leeds United,Barbie movie,2023,4
6709,6745,DE,UK,2023-04-05 18:58:02,Evening,Bundesliga tabelle,Nürnberg Stuttgart,Chelsea,Wunsiedel Mädchen tot aufgefunden,Robert Lewandowski,Klopp Liverpool,Eintracht Frankfurt gegen Union Berlin,DFB-Pokal heute,Trump,ARD,Michelin-Sterne 2023,Paul Hogan,Marteria,Klaus Teuber,NATO,Kai Pflaume,Liverpool,Schweinsteiger,FCB,Das erste,2023,4
6710,6746,FR,UK,2023-04-05 18:58:02,Evening,Greve jeudi 6 avril,Coupe de France,MARIO FILM,Thomas Bangalter,Barbie film,Francois Civil,Messi,Berlusconi,Borne,Barca,Jean Dujardin,Osasuna,Tom Cruise,Grèves 6 avril,Shrek 5,Maison Gainsbourg,Guerre russie Ukraine,Trump,Chelsea \u2013 Liverpool,Bayern \u2013 Fribourg,2023,4
6711,6747,NL,UK,2023-04-05 18:58:02,Evening,Bokito,Brand Sint-Oedenrode,Mario film,Leiden,Raad van State,Nick en Simon,Marcel van Roosmalen,Super Mario film,Feyenoord,Treinongeluk,Twitter,Liverpool,Trump,Stromae,Roger Waters,Donald Trump,Bayern,Juventus,IJsselmeervogels,Omroep West,2023,4
6712,6748,IT,UK,2023-04-05 18:58:02,Evening,Silvia Mezzanotte,Gisele Bündchen,Super Mario Bros. Il Film,Bobo' Gori,Kurt Cobain,Elly Schlein,Bonus revisione auto 2023,The Good Mothers,Stromae,Gianluca Grignani,Pasqua Previsioni,Matteo Renzi,Robert Downey Jr,Mercoledì santo,DFB Pokal,5 aprile santo,Copa del Rey,Bernard Arnault,Back to school,Fca Bank,2023,4
6713,6749,AUS,UK,2023-04-05 18:58:02,Evening,Grant Wahl,Bob Lee,Julian Assange,Rotten Tomatoes,Barbie movie,Jack Crisp,Book Depository,Chelsea vs Liverpool,Mar-a-Lago,Viva Energy,A-League,Cleo Smith,Al-Nassr,Rupert Murdoch,Lewis Capaldi,CFMEU,Lakers,Christopher Lloyd,Peter Dutton,Shrek 5,2023,4
