,id,kw_location,time_location,created_date,period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,year,month
91,127,US,UK,2022-03-15 19:58:03,Evening,Mike Mora,Stephen Curry,Chase Winovich,Zay Jones,Tammel Esco,DJ Chark,Marcus Williams,Ms. Marvel,Bob Saget,Charvarius Ward,Chandler Jones,Frank Martin,Coronavirus COVID-19,Fernando Tatis Jr,Scott Hall,Pi,Freddie Freeman,Mitch Trubisky,Benjamin Hall,Lakers,2022,3
92,128,UK,UK,2022-03-15 19:58:03,Evening,Roman Abramovich,Racing Post,Sporting Life,Tom Daley,Nazanin Zaghari-Ratcliffe passport,Ides of March,Red Nose Day,Oleg Deripaska,Old Trafford,Dominic Calvert-Lewin,Rafael Nadal,Cheltenham Festival,Man City,Celtic,Tom Brady,Lewis Hamilton,Holding ITV,Pete Davidson,Mallorca vs Real Madrid,China,2022,3
94,130,DE,UK,2022-03-15 19:58:03,Evening,Saharastaub,Kaspersky,Intel Magdeburg,Real Madrid,Saharastaub Aktuell,Sarah Engels,Manchester City,Lewis Hamilton,Scott Hall,Jenny Elvers,F-35,Elon Musk,F-35,Barack Obama,Alexander Zverev,Corona-Regeln ab 20. März,Flughafen Frankfurt,Erdogan,Rußland Ukraine-Krieg,iOS 15.4,2022,3
95,131,FR,UK,2022-03-15 19:58:03,Evening,Pluie de sable,Point d'indice,Melenchon,Brigitte Chamarande,Sabine Paturel,Jean Lassalle,Céline Dion,Rafael Nadal,Sirocco,Lewis Hamilton,Lola Dewaere,Lino Ventura,Bernard Montiel,Nuits de fourviere,Lille Chelsea,Jadot,Gilles Bouleau,Hogwarts Legacy,Macha Meril,Guerre d'Algérie,2022,3
96,132,NL,UK,2022-03-15 19:58:03,Evening,Turkmenistan,Sophie Hermans,VVD,Ajax,Stemwijzer,Gemeenteraadsverkiezingen,FC Emmen,Barcelona,Rolling Stones,PSG,Gundogan,Lil Kleine,FC Twente,Real Madrid,Mila Kunis,SpangaS,The Power of the Dog,Manchester City,NAC,Verkiezingen,2022,3
97,133,IT,UK,2022-03-15 19:58:03,Evening,Giornalista russa,Jannik Sinner,Taiwan,Rafael Nadal,Paolini,Parigi,Kessie,Cosenza-Lecce,Brescia-Benevento,DCA,Sinner oggi,Navalny,Leao,Warfighting,Bebe Vio,Manchester United Atletico Madrid,Vicenza-Parma,Maria Cuffaro,Italo Balbo,Fox News,2022,3
98,134,AUS,UK,2022-03-15 19:58:03,Evening,Queen,Cameron Smith,KFC degustation restaurant,Man City,Elon Musk,Nick Kyrgios,Rafael Nadal,Real Madrid,Lewis Hamilton,Kourtney Kardashian,Alier Riak,Ides of March,Ukraine Russian troops,Today,Newtown fire,Vodka Cruiser Magnum,Lakers vs Raptors,NGV Contemporary,Stephen Curry,Karl-Anthony Towns,2022,3
100,136,US,UK,2022-03-16 09:05:03,Morning,Daylight savings,Rosa Bonheur,Kyrie Irving,Man United vs atlético Madrid,Manchester United,Mike Mora,Bob Saget,Ms. Marvel,Stephen Curry,Nets vs Magic,Dr. Anthony Fauci,Marcus Williams,Bella Hadid,DJ Chark,Supreme Court Justice Clarence Thomas,Chase Winovich,Charvarius Ward,GTA 5 PS5,Andrew Whitworth,Chandler Jones,2022,3
101,137,UK,UK,2022-03-16 09:05:03,Morning,ManUtd,Betfair,Nazanin Zaghari-Ratcliffe passport,Roman Abramovich,Racing Post,Ajax,West Brom vs Fulham,Camelot National Lottery,Ms. Marvel,Tom Daley,Ides of March,Sheffield Wednesday,China lockdown,Blackburn Rovers vs Derby County,Red Nose Day,PC Harper,Wordle Word March 15th,Kelis,Oleg Deripaska,Mark Rylance,2022,3
103,139,DE,UK,2022-03-16 09:05:03,Morning,Saharastaub,Manchester United,Kaspersky,Intel Magdeburg,TV,Europarat,Ajax Amsterdam,Intel Aktie,Ajax,Heinz hönig,Manchester City,Lewis Hamilton,Elon Musk Putin,Daniel Radcliffe,Scott Hall,Scott Hall,F-35,Elon Musk,Barack Obama,F-35,2022,3
104,140,FR,UK,2022-03-16 09:05:03,Morning,Rosa Bonheur,Autonomie Corse,TFC,Pierre Zakrzewski,Bella Hadid,Simon Desthieux,Pluie de sable,Manchester United,Journaliste russe pancarte,Ajax,Ligue 2,Point d'indice,Claire Borotra,Brigitte Chamarande,Lionel Jospin,Jean Lassalle,Lille-Chelsea,Pecresse,Rafael Nadal,Lewis Hamilton,2022,3
105,141,NL,UK,2022-03-16 09:05:03,Morning,Hart van nederland,Tadic,Manchester United,Turkmenistan,Bella Hadid,Quick Boys,Wende Snijders,Rob Jetten,Ajax,Gemeenteraadsverkiezingen,FC Emmen,Rolling Stones,Gundogan,Lil Kleine,Real Madrid,Stemmen,Mila Kunis,SpangaS,Manchester City,NAC,2022,3
106,142,IT,UK,2022-03-16 09:05:03,Morning,Gianmarco Onestini,Lorenzo Musetti,Presidente della Repubblica,Haller,Guenda Goria,Calabria,Aldo Moro,Reggiana,Ms. Marvel,Serie C girone B,Franca Leosini,Manchester United,Serie B,Studio Battaglia,Ajax-Benfica,Drusilla Gucci,Giornalista russa,Matteo Berrettini,Bobulova,Classifica Serie B,2022,3
107,143,AUS,UK,2022-03-16 09:05:03,Morning,AFL,Man United vs Atlético Madrid,Ed Sheeran,Kyrie Irving,NSW COVID cases,Ms. Marvel,Floods Broken Hill,Ajax vs Benfica,Kimberley Kitching,Bruce Lehrmann,Bruno Fornaroli,Steve McQueen,Queen,Bella Hadid,Ilia Topuria,NAPLAN,Babar Azam,Road rage Melton,New Zealand border opening,Royal Caribbean,2022,3
109,145,US,UK,2022-03-16 19:58:03,Evening,NCAA Tournament,Japan earthquake,Russian helicopters Ukraine,Kyle Schwarber,Purim,Anne Hathaway,Mater,Matt Chapman,Carl Nassib,Rosa Bonheur,Daylight Savings Time,Manchester United,Kyrie Irving,Mike Mora,African Blob,Bob Saget,Ms. Marvel,Chase Winovich,Stephen Curry,Bella Hadid,2022,3
110,146,UK,UK,2022-03-16 19:58:03,Evening,Sahara dust,Cater,Paddy Pimblett,Tom Parker,Japan earthquake,HSBC bank branch closures,Brighton vs Tottenham,Arsenal vs Liverpool,Saudi Arabia executions,Braemar Lodge Hotel,Bella Hadid,This Morning Holly Willoughby,Chloe Madeley,West Brom,Man Utd,Nazanin Zaghari-Ratcliffe,Cheltenham results,Betfair,Ajax,Racing results,2022,3
112,148,DE,UK,2022-03-16 19:58:03,Evening,Mainz gegen Dortmund,Fukushima,Egidius Braun,Heizkostenzuschuss,Bill Kaulitz,Dortmund,Kölner Zoo,Saharastaub,Kaspersky,Manchester United,Intel Magdeburg,In aller Freundschaft,Heinz hönig,Europarat,Spider-Man: No Way Home,Ajax,Atletico Madrid,Sarah Engels,TV,Love Island 2022,2022,3
113,149,FR,UK,2022-03-16 19:58:03,Evening,Rosa Bonheur peintre,Corse,Japon,NOTRE DAME BRULE,Guerre Russie Ukraine Kiev,Jujutsu Kaisen 0,Bella Hadid,Juventus,Pierre Zakrzewski,Alors on danse,Simon Desthieux,Youth League,TFC,Stellantis,Raphael,Kyrie Irving,Richard Dewitte,Trois fois rien,Benzema Real Madrid,Moonlight,2022,3
114,150,NL,UK,2022-03-16 19:58:03,Evening,Willem Engel,D66,Roddelpraat,Saharazand Nederland,Hart van Nederland,Zonnebloemolie,Opkomst gemeenteraadsverkiezingen,Stembureau,Piet Bukman,Gemeenteraadsverkiezingen Amsterdam,Saharastof,Tadic,Ajax,Manchester United,Saharazand,Bella Hadid,Quick Boys,Persconferentie corona,Wende Snijders,Rob Jetten,2022,3
115,151,IT,UK,2022-03-16 19:58:03,Evening,Terremoto oggi,Giovanni Angiolini,Terremoto Giappone,Serie C,Monte Legnone,Sofia Goggia,Pesaro,Gianmarco Onestini,Haller,Origi,Ricky Gianco,San Patrizio,16 marzo,18 regali,Guenda Goria,Bianca Balti,Lorenzo Musetti,Aldo Moro,Palermo-Fidelis Andria,Maria De Filippi,2022,3
116,152,AUS,UK,2022-03-16 19:58:03,Evening,Full moon,AFL,Man United vs Atlético Madrid,AFL tipping,Olivia mafs,Ed Sheeran,Kyrie Irving,St Patrick's Day 2022,NSW COVID cases,Ms. Marvel,Floods Broken Hill,Ilia Topuria,Kimberley Kitching,NAPLAN results,Bruce Lehrmann,Rafael Nadal,Ajax vs Benfica,Babar Azam,COVID-19 Western Australia,Bella Hadid,2022,3
118,154,US,UK,2022-03-17 09:05:03,Morning,Von Miller,Premier League,St. Patrick's Day 2022,Japan earthquake,Rutgers basketball,NCAA Tournament,Indiana basketball,Zelensky,Jussie Smollett,Russian helicopters Ukraine,Julio Jones,Wright State basketball,Sarma Melngailis,Chelsea,Steph Curry,Kris Bryant,Elden Ring update,Trevor Noah,Meteorologist Mish Michaels,Juventus,2022,3
119,155,UK,UK,2022-03-17 09:05:03,Morning,Happy St. Patrick's Day,Fantasy football,Holi 2022,Liverpool,Brighton vs Tottenham,Eddie Boxshall,St Patrick's Day 2022,LOSC vs Chelsea,Sahara dust,Juventus,Nottingham Forest,Cater,Japan earthquake,HSBC bank branch closures,Paddy Pimblett,Saudi Arabia executions,Braemar Lodge Hotel,Lfc,Champions League draw,Chloe Madeley,2022,3
121,157,DE,UK,2022-03-17 09:05:03,Morning,Natalia Klitschko,Isabel Peralta,Christian Lindner,Bundesliga,Fukushima,Joschka Fischer,Vollmond März 2022,Liverpool,Egidius Braun,Juventus,Chelsea,Aktenzeichen XY,Nathalie Volk,Fed,Horoskop heute,Vollmond,Kölner Zoo,Börse Dax,Bella Hadid,Saharastaub,2022,3
122,158,FR,UK,2022-03-17 09:05:03,Morning,Saint-Patrick,Marine Le Pen,Miss Monde 2022,Phil Collins,Julie Doucet,Joe Biden,Boris Berezovsky,Rosa Bonheur peintre,Juventus,Japon,Corse,Arsenal \u2013 Liverpool,NOTRE DAME BRULE,Moonlight,Guerre Russie Ukraine Kiev,Greve 17 mars,Resilience,Jujutsu Kaisen 0,Karin Viard,Bella Hadid,2022,3
123,159,NL,UK,2022-03-17 09:05:03,Morning,Gemeenteraadsverkiezingen,FVD,Forum voor Democratie,SGP,Omroep Zeeland,PVV,Uitslag gemeenteraadsverkiezingen 2022,Uitslag gemeenteraadsverkiezingen,Juventus,Willem Engel,Liverpool,Verkiezingen,Chelsea,Opkomst gemeenteraadsverkiezingen,Roddelpraat,Uitslagen gemeenteraadsverkiezingen,Brand Baarn,Zonnebloemolie,Uitslagen gemeenteraadsverkiezingen 2022,Uitslagen Verkiezingen 2022,2022,3
124,160,IT,UK,2022-03-17 09:05:03,Morning,Paganese  Foggia,Teatro Mariupol,Roma-Vitesse,Assegno unico universale,Fed,Terremoto oggi,18 regali,Giovanni Angiolini,Chelsea,Terremoto-napoli,Serie C,Monte Legnone,Arsenal  Liverpool,Lorella Cuccarini,Animali notturni,San Patrizio,Pesaro,Sofia Goggia,Ascoli-Pisa,Origi,2022,3
125,161,AUS,UK,2022-03-17 09:05:03,Morning,Premier League,Japan earthquake,Dominic Perrottet,Juventus vs Villarreal,Holi 2022,Brighton vs Tottenham,Chelsea,LOSC vs Chelsea,Elden Ring patch notes,Holi,Switchblade drone,Von Miller,Linktree,NSW COVID cases today,Sam Frost,Nets vs Mavericks,Sarma Melngailis,Trevor Noah,Purim,Nazanin Zaghari-Ratcliffe,2022,3
127,163,US,UK,2022-03-17 19:58:03,Evening,Michigan basketball,Shamrock,Memphis basketball,Irish Soda Bread,Iowa basketball,Tennessee basketball,Holi 2022,Four-leaf clover,South Dakota State basketball,St. Patrick's Day Parade,Galatasaray vs Barcelona,Zawe Ashton,Green,Trevor Story,Koch Industries,Clover,St. Patrick's Day 2022,March Madness,Von Miller,Warriors,2022,3
128,164,UK,UK,2022-03-17 19:58:03,Evening,P&O Ferries,Peter Bowles,Pete Davidson,Marc Guehi,Zawe Ashton,Holi 2022,Everton vs Newcastle,Galatasaray vs Barcelona,Bank of England base rate,Rennes vs Leicester City,Full moon March 2022,Shamrock,Happy St Patrick's Day in Irish,Sheffield United,PL,Fantasy football,Deltacron Covid symptoms,Nazanin Zaghari-Ratcliffe Iran,Purim,Ken Griffin,2022,3
130,166,DE,UK,2022-03-17 19:58:03,Evening,Galatasaray,Oskar Lafontaine,Premier league,Pete Davidson,Russland Ukraine Konflikt krieg,St. Patrick's Day,Drachenlord,Natalia Klitschko,Champions League: Auslosung,Sebastian Vettel,Robbie Williams,Christian Lindner,Rheinmetall,Bundesliga,Fukushima,Joschka Fischer,Liverpool,Egidius Braun,Juventus,Bundestag,2022,3
131,167,FR,UK,2022-03-17 19:58:03,Evening,Saint-Patrick,Liste Deschamps,Bâle \u2013 Marseille,Miss Monde 2022,Rennes \u2013 Leicester,Marine Le Pen,RSA,Phil Collins,Mathieu Kassovitz,Monaco \u2013 Braga,Michele Laroque,Sophie Calle,Rafael Nadal,Galatasaray,Julie Doucet,Yannick Jadot,Bale OM chaine,Audrey Lamy,Lyon \u2013 Porto,Vendome,2022,3
132,168,NL,UK,2022-03-17 19:58:03,Evening,Gemeenteraadsverkiezingen,AZ,Liverpool,FvD,AZ  Bodø/Glimt,P&O Ferries,RTV Utrecht,SGP,RTV Drenthe,Verkiezingen Amsterdam,Thijs H,Omroep Flevoland,Omroep Zeeland,Sylvie Meis,Kjeld Nuis,Uitslag gemeenteraadsverkiezingen 2022,Uitslag verkiezingen,Gemeenteraadsverkiezingen 2022,Juventus,Premier League,2022,3
133,169,IT,UK,2022-03-17 19:58:03,Evening,18app,Leverkusen  Atalanta,Sinner,Pino Daniele,Roma-Vitesse,Rafael Nadal,Galatasaray  Barcellona,Marta Fascina,Licorice Pizza,Teatro Mariupol,Assegno Unico Universale,Moonfall,Corro da te,Paganese  Foggia,Mastro,Unità d'Italia,Volnovakha,Fai,Angelina Jolie,Luna piena marzo 2022,2022,3
134,170,AUS,UK,2022-03-17 19:58:03,Evening,Rafael Nadal,Premier League,Carlton vs Richmond,Japan earthquake,Pete Davidson,Storm vs Rabbitohs,Holi 2022,Dominic Perrottet,NRL scores,Elden Ring patch notes,Juventus vs Villarreal,Steph Curry,Brighton vs Tottenham,Chelsea,St. Patrick's Day meaning,Rod Marsh,Von Miller,Switchblade drone,Linktree,Jussie Smollett,2022,3
136,172,US,UK,2022-03-18 09:05:04,Morning,Kentucky basketball,St. Patrick's Day,Davante Adams,Michigan basketball,Gonzaga basketball,Iowa basketball,Cbssports,UCLA basketball,Murray State Basketball,UNC basketball,Creighton basketball,Providence basketball,UConn basketball,Hogwarts Legacy,Arkansas basketball,Allen Robinson,Galatasaray vs Barcelona,Four-leaf clover,Memphis basketball,Irish Soda Bread,2022,3
137,173,UK,UK,2022-03-18 09:05:04,Morning,Comic Relief 2022,Leprechaun,P&O Ferries,Everton,Peter Bowles,Marc Guehi,Barcelona,West Ham vs Sevilla,Pete Davidson,Zawe Ashton,Full moon March 2022,Shab-e-Barat 2022,Bank of England base rate,Holi,Hogwarts Legacy,Claude Littner,Joanna Lumley,Rennes vs Leicester City,Arnold Schwarzenegger,DWP offices closures,2022,3
139,175,DE,UK,2022-03-18 09:05:04,Morning,Brad Pitt,Eintracht Frankfurt,Oskar Lafontaine,Galatasaray,St. Patrick's Day,Premier-League,Maybrit Illner,Leverkusen,Hogwarts Legacy,Champions League Auslosung,Drachenlord,Liverpool,Natalia Klitschko,Sebastian Vettel,Bundestag Live,Rheinmetall,Stoltenberg,Bundesliga,BVB,Fukushima,2022,3
140,176,FR,UK,2022-03-18 09:05:04,Morning,Arnold Schwarzenegger,West Ham,Guy,Lyon \u2013 Porto,Rennes-Leicester,Bâle \u2013 Marseille,Saint-Patrick,Liste Deschamps,Miss Monde 2022,Barca,Programme Macron 2022,Monaco \u2013 Braga,Léa Salamé,Pete Doherty,Mathieu Kassovitz,Phil Collins,Premier League,Hogwarts Legacy,Yannick Jadot,Joe Biden,2022,3
141,177,NL,UK,2022-03-18 09:05:04,Morning,Gundogan,Claudia de Breij,Dirk Zeelenberg,AZ,Kopenhagen  PSV,Liverpool,Galatasaray,Roma  Vitesse,FvD,Clemens Cornielje,P&O Ferries,Arnold Schwarzenegger,Hogwarts Legacy,Echt voor Barendrecht,RTV Utrecht,Thijs H,Everton,Sylvie Meis,RTV Drenthe,Margriet van der Linden,2022,3
142,178,IT,UK,2022-03-18 09:05:04,Morning,Doc Nelle tue mani 3,Zeppole di San Giuseppe,West Ham,Blade Runner,Everton-Newcastle,I crimini di Grindelwald,Al Bano,Trapattoni,Atalanta,Roma-Vitesse,Demielinizzazione,18app,Green pass lavoro,Galatasaray  Barcellona,Sinner,Pino Daniele,Marta Fascina,Nadal,Ugo Tognazzi,Licorice Pizza,2022,3
143,179,AUS,UK,2022-03-18 09:05:04,Morning,Nick Kyrgios,Hogwarts Legacy,Hillsong Church,Priscilla Presley,Everton,West Ham,Zawe Ashton,Arnold Schwarzenegger,ApeCoin,March Madness,Galatasaray vs Barcelona,Saddiq Bey,Deep Water,Cash payments Australia,Peter Bowles,Davante Adams,Jujutsu Kaisen 0,Dragons vs Panthers,Georgie Tunny,Below Deck Down Under,2022,3
145,181,US,UK,2022-03-18 19:58:03,Evening,Loyola Chicago basketball,Deep Water,Purdue basketball,Happy Holi,Champions League Draw,Luke Voit,Claude Giroux,13-year-old driving truck,Young Thug,March Madness,Davante Adams,Kentucky basketball,St. Patrick's Day,Michigan basketball,Gonzaga basketball,Iowa basketball,Holi,Hogwarts Legacy,Full moon March 2022,UCLA basketball,2022,3
146,182,UK,UK,2022-03-18 19:58:03,Evening,Red Nose Day 2022,Rachael Blackmore,Top Boy,F1,Cheltenham Gold Cup,Radio 1 Big Weekend 2022,DVLA staff,Europa Conference League,Anne Hegerty,Deep Water,Braga,F1 schedule,Wayne Couzens,Tom The Wanted,Defence Secretary Ben Wallace,P&O Ferries,Everton,West Ham,Peter Bowles,Marc Guehi,2022,3
148,184,DE,UK,2022-03-18 19:58:03,Evening,Europa League Auslosung,Corona-Regeln,Corona-Regeln NRW,F1,Brad Pitt,Russland-Ukraine-Krieg,Putin Rede,Bochum gegen Mönchengladbach,Lemberg,Europa Conference League,Anton Stach,Daniel Aminati,St. Pauli gegen Heidenheim,Lwiw,St. Pauli,Eintracht Frankfurt,Oskar Lafontaine,Champions League Auslosung,Hogwarts Legacy,Arnold Schwarzenegger,2022,3
149,185,FR,UK,2022-03-18 19:58:03,Evening,France-Angleterre,Arnold Schwarzenegger,Lyon,MotoGP,Jean-Luc Ribar,UEFA,Top Boy,Matthieu Delormeau,Genshin Impact,Guy,Lyon \u2013 Porto,Bâle \u2013 Marseille,Liste Deschamps,Saint-Patrick,Rennes - Leicester,Tirage au sort Ligue des champions,Programme Macron 2022,Europa Conference League,Barca,Miss Monde 2022,2022,3
150,186,NL,UK,2022-03-18 19:58:03,Evening,Viaplay,F1,Vrije training F1,Loting Champions League,Marcel van Roosmalen,Holi,Gundogan,Sc Heerenveen,Claudia de Breij,Dirk Zeelenberg,Mr. Frank Visser doet uitspraak,Hulkenberg,Loting Conference League,AZ,Roma  Vitesse,Hogwarts Legacy,Clemens Cornielje,Arnold Schwarzenegger,P&O Ferries,Bijlow,2022,3
151,187,IT,UK,2022-03-18 19:58:03,Evening,Zeppole di San Giuseppe,Formula 1,Sorteggi Europa League,PROBABILI FORMAZIONI,Sassuolo  Spezia,Silvia Mazzieri,"Guerra Ucraina-Russia, Putin",Festa del papà 2022,Fabri Fibra,MotoGP,Convocati Italia,Bodo/Glimt,Milano-Sanremo 2022,West Ham,Animali Fantastici 3,Acque profonde,Inter Fiorentina,Sorry We Missed You,Cagliari-Milan,Simona Tabasco,2022,3
152,188,AUS,UK,2022-03-18 19:58:03,Evening,F1,Windfall,Danny Hodgson,Gran Turismo 7 server maintenance,MotoGP,WeWork,Cheaper by the Dozen,Human Resources Netflix,Nick Kyrgios,St Kilda vs Collingwood,What did Tom Morris say,Priscilla Presley,Hogwarts Legacy,Hillsong Church,Everton,Arnold Schwarzenegger,Deep Water,West Ham,Zawe Ashton,ApeCoin,2022,3
154,190,US,UK,2022-03-19 09:05:03,Morning,Deshaun Watson,Deep Water,Cleveland Browns,John Clayton,Ohio State basketball,Holi,Wisconsin Basketball,Iowa State basketball,JuJu Smith-Schuster,Cheaper by the Dozen,Purdue basketball,Villanova Basketball,Alabama basketball,Young Thug,Windfall,Davidson College,USC basketball,Life and Beth,Lakers vs Raptors,Luke Voit,2022,3
155,191,UK,UK,2022-03-19 09:05:03,Morning,FA Cup,Who is Child Q,Windfall,Scarlett Moffatt,Joey Barton,Google Maps down,Champions League draw,Red Nose Day 2022,Leeds United,Rachael Blackmore,Top Boy,Tom Parker,F1,Deep Water,Eddie Hall,Radio 1 Big Weekend 2022,DVLA staff,Anne Hegerty,Europa Conference League,Post Malone,2022,3
157,193,DE,UK,2022-03-19 09:05:03,Morning,Bochum gegen Mönchengladbach,Corona-Regeln NRW,Corona-Regeln,Frankfurt,Auslosung Europa League,St. Pauli,F1,Infektionsschutzgesetz,Russland Ukraine-Krieg,Anton Stach,Lwiw,Europa Conference League,Daniel Aminati,Putin Rede,Jared Leto,Champions League Auslosung,Eintracht Frankfurt,Oskar Lafontaine,Hogwarts Legacy,Maybrit Illner,2022,3
158,194,FR,UK,2022-03-19 09:05:03,Morning,Charlene de Monaco,Perrine Laffont,Lou Doillon,Saint-Étienne \u2013 Troyes,Heat,France-Angleterre,Arnold Schwarzenegger,Mareva Galanter,Camille Combal,Boite Noire,MotoGP,Jean-Luc Ribar,MotoGP,Top Boy,UEFA,Éric Zemmour,Genshin Impact,Cyril feraud,France Travail,Lyon \u2013 Porto,2022,3
159,195,NL,UK,2022-03-19 09:05:03,Morning,Milaan-San Remo,Viaplay,F1,Vitesse,Vrije training F1,Heerenveen,Gundogan,Badr Hari,Holi,Marcel van Roosmalen,F1 Bahrein,Claudia de Breij,Deep Water,Hulkenberg,Loting Conference League,AZ,Roma  Vitesse,Hogwarts Legacy,Clemens Cornielje,Arnold Schwarzenegger,2022,3
160,196,IT,UK,2022-03-19 09:05:03,Morning,Bundesliga,Rudiger,Orsini,19 marzo San Giuseppe,Taiwan,Aurora Ramazzotti,Raptors-Lakers,Orietta Berti,Gino Strada,Papà,Napoli Udinese,Festa del papà Italia 2022,Genshin Impact,Festa del papà,Conference League,Sassuolo  Spezia,F1,Genoa-Torino,Zeppole di San Giuseppe,PROBABILI FORMAZIONI,2022,3
161,197,AUS,UK,2022-03-19 09:05:03,Morning,Geelong vs Essendon,F1,Jared Leto,Leeds United,Sydney Harbour Bridge,Windfall,Titans vs Warriors,Deshaun Watson,Buddy' Franklin,Danny Hodgson,Cheaper by the Dozen,Human Resources Netflix,Golden Slipper,Gran Turismo 7 server maintenance,India Women vs Australia Women,MotoGP,Europa League draw,Penrith Panthers,Lance Franklin,Raptors vs Lakers,2022,3
163,199,US,UK,2022-03-19 19:58:03,Evening,Carlos Correa,Arsenal,FA Cup,Eddie Hall vs Thor,Hypersonic missile,F1 qualifying,Phillies,Master,Humble Bundle,Deshaun Watson,Deep Water,John Clayton,Ohio State basketball,Michigan State basketball,Wisconsin Basketball,Purdue basketball,Holi,Iowa State basketball,JuJu Smith-Schuster,Alabama basketball,2022,3
164,200,UK,UK,2022-03-19 19:58:03,Evening,Arsenal,FA Cup,Wales v Italy,UFC,Celtic,Ireland vs Scotland,Child Q,Liz Carr,Hypersonic missile,Sheffield United,Johnny Depp,Windfall,Free-range eggs unavailable,Scarlett Moffatt,Joey Barton,Derby County vs Coventry,Google Maps down,Lincoln City vs Sunderland,Deshaun Watson,Champions League draw,2022,3
166,202,DE,UK,2022-03-19 19:58:03,Evening,Bayern gegen Union Berlin,Schalke gegen Hannover 96,Hertha BSC,Hyperschallrakete,VfB Stuttgart gegen Augsburg,Sinan-G,The Masked Singer,Erik Lesser,Werder Bremen gegen Darmstadt 98,Ukraine-Krieg Russland,Kinschal Rakete,Bochum gegen Mönchengladbach,Formel-1,Ukraine Krieg Putin,Corona-Regeln,Frankfurt,St. Pauli,Infektionsschutzgesetz,Tiefe Wasser,Russland Ukraine-Krieg,2022,3
167,203,FR,UK,2022-03-19 19:58:03,Evening,Aramburu,Formule 1,Lens \u2013 Clermont,Missile hypersonique,Italie pays de Galles,Pizza Buitoni,Bruno Rodriguez,Printemps du cinéma,Milan-San Remo,Aston Villa \u2013 Arsenal,Middlesbrough \u2013 Chelsea,Lou Doillon,Auxerre \u2013 Toulouse,Charlene de Monaco,Saint-Joseph,Perrine Laffont,Le Havre \u2013 Caen,Giroud,Renaud,19 mars 1962,2022,3
168,204,NL,UK,2022-03-19 19:58:03,Evening,Milaan-San Remo,Ajax Feyenoord,Andre Hazes,Hart van Nederland,Arsenal,MotoGP,Brand Dongen,Reinout Oerlemans,Helmond Sport  NAC,Hamilton,F1,Viaplay,Loting Conference League,Vitesse,Badr Hari,Heerenveen,Gundogan,Edsilia Rombley,Deep Water,AZ,2022,3
169,205,IT,UK,2022-03-19 19:58:03,Evening,Rudiger,Russia missile,Galles-Italia rugby,Festa della mamma,Livio Cori,Bundesliga,Parma-Lecce,Bonus benzina 200 euro,Jacobs,Orsini,Baru,Middlesbrough  Chelsea,Marco Biagi,FROSINONE-BENEVENTO,Reggina-Cosenza,Juve Salernitana,Rai Sport diretta,Poesia del Papà!,Vittorio Feltri,Guerini,2022,3
170,206,AUS,UK,2022-03-19 19:58:03,Evening,Arsenal,F1,Geelong vs Essendon,Buddy Franklin,Jared Leto,Brisbane Lions,Windfall,FA Cup,Sydney Harbour Bridge,Leeds United,Women's World Cup Cricket,Parramatta Eels,Naomi Schiff,Today Wordle 273,Titans vs Warriors,Emaciated,Deshaun Watson,MotoGP,Golden Slipper,Johnny Depp,2022,3
172,208,US,UK,2022-03-20 09:05:03,Morning,Hampus Lindholm,Baylor basketball,Murray State basketball,Gonzaga Basketball,Michigan basketball,Kansas basketball,Eddie Hall vs Thor,Carlos Correa,Creighton University,Hypersonic missile,FA Cup,New Mexico State basketball,Arsenal,Arizona Basketball,Murray State university,Robert Woods,F1 qualifying,Nadal,Richmond basketball,Master,2022,3
173,209,UK,UK,2022-03-20 09:05:03,Morning,When do The clocks change,Nadal,Huddersfield Town,Sheffield United vs Barnsley,UFC,Arsenal,England v France,FA Cup,Wales v Italy,Celtic,Bird flu free-range eggs,Child Q,Arnold Allen,Apraxia of Speech,Hypersonic missile,Liz Carr,Scotland v Ireland,Molly McCann,Sheffield United,Johnny Depp,2022,3
175,211,DE,UK,2022-03-20 09:05:03,Morning,Marc Terenzi,Markus Anfang,DSDS 2022,Bayern gegen Union Berlin,The Masked Singer,Hyperschallrakete,Hertha BSC,Schalke,Werder Bremen gegen Darmstadt 98,VfB Stuttgart gegen Augsburg,Hansa Rostock,Erik Lesser,Sinan-G,Ukraine Krieg Russland,Kinschal Rakete,Ein starkes Team Abgestürzt,MotoGP,Ein starkes Team,Richard Freitag,Mainz 05,2022,3
176,212,FR,UK,2022-03-20 09:05:03,Morning,Nadal,Lisa Azuelos,Equipe de France,LOTO 19 mars 2022,Dupont,Eddie Jones,Aramburu,Formule 1,Nantes \u2013 Lille,Lens \u2013 Clermont,Missile hypersonique,Irlande Ecosse,Milan-San Remo,Pizza Buitoni,Romain Ntamack,Audrey Lamy,Bruno Rodriguez,Middlesbrough \u2013 Chelsea,Pays de Galles - Italie,Printemps du cinéma,2022,3
177,213,NL,UK,2022-03-20 09:05:03,Morning,FA Cup,FC Twente,Milaan-San Remo,Sonja Bakker,Ajax Feyenoord,Andre Hazes,Ga Eagles  Cambuur,VVV  Emmen,Hart van Nederland,Arsenal,Brand Dongen,Femke Bol,Reinout Oerlemans,F1,Badr Hari,Viaplay,Vitesse,Heerenveen,Gundogan,Holi,2022,3
