,id,kw_location,time_location,created_date,period,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,year,month
14,50,FR,UK,2022-03-11 10:36:03,Morning,Jane Birkin,France pays de Galles,Valérie Pécresse,Guillaume Canet,Ryan Coogler,OM,Zemmour PECRESSE,Leicester \u2013 Rennes,Balthazar,Barca,Ne le dis à personne,Braga \u2013 Monaco,Depardieu,Conference League,L'equipe,Grimes,Air algerie,Corse,Alain Maneval,Retraite à 65 ans,2022,3
15,51,NL,UK,2022-03-11 10:36:03,Morning,Chelsea,Jussie Smollett,Feyenoord,PSV,Vitesse,Barcelona,Grimes,Camila Cabello,Bodø/Glimt AZ,F1,Volt,Manpads,Accijns benzine,Boskalis,PSG,Conference League,Tsjernobyl,Kevin Magnussen,Neymar,Willem 2,2022,3
16,52,IT,UK,2022-03-11 10:36:03,Morning,Chelsea,FORMULA 1,Mediaset infinity,Grimes,Paky,Gerardo Seoane,Wali,Miranchuk,Lutsk,Nuggets  Warriors,M'illumino di meno 2022,Chuck Norris,Sampdoria-Juventus,Raimondo Todaro,Barcellona Galatasaray,Animali fantastici,F1,Vinicio Marchioni,Il caso Collini,Baru,2022,3
17,53,AUS,UK,2022-03-11 10:36:03,Morning,Grimes,Ben Simmons,Zachary Rolfe,Chelsea,The Players Championship,Jussie Smollett,Drive to Survive season 4,Barcelona,Stanley Obi,Esther House,Turning Red,Radhe Shyam,Norwich City vs Chelsea,Nick Kyrgios,Morbius,Tom Cruise,Southampton vs Newcastle,Nuggets vs Warriors,Inc,F1 testing,2022,3
19,55,US,UK,2022-03-11 19:58:03,Evening,Winter storm warning,Turning Red,Willie Nelson,Auburn basketball,LSU basketball,Grimes and Elon Musk,Carlos Correa,Austin Butler,Nets,Jussie Smollett,Grimes,MLB,Khalil Mack,Barcelona,Players Championship,Madison Cawthorn,Emilio Delgado,Duke basketball,Chelsea,UNC basketball,2022,3
20,56,UK,UK,2022-03-11 19:58:03,Evening,Six Nations,Jussie Smollett,Turning Red,6 Nations,Ron Pember,Fantasy Football,Southampton fc,The Players Championship,Drive to Survive season 4,Deltacron,Aitch,Chelsea,Rangers,Leeds United,Premier League,Southampton vs Newcastle,West Ham,Grimes,Norwich City vs Chelsea,Sam Ryder,2022,3
22,58,DE,UK,2022-03-11 19:58:03,Evening,Jürgen Grabowski,Melanie Leupolz,Soyeon Schröder-Kim,Bernd Neuendorf,Chelsea,The Adam Project,Hansa Rostock,HSV news,Skiflug-WM,Zagreb,Schröder,Heidi Klum,Grimes,Rammstein,Leverkusen,Galatasaray,Marianne und Michael,Kurt Krömer,David Garrett,Let\u2019s Dance,2022,3
23,59,FR,UK,2022-03-11 19:58:03,Evening,France pays de Galles,Jane Birkin,Alerte rouge,Adam a travers le temps,Jussie Smollett,Baisse du carburant,Election presidentielle Emmanuel Macron,Meta,RUGBY. 6 Nations,Guillaume Canet,Ryan Coogler,Delphine Wespiser,Black Widow,Inde,Laurent Vimont,Syrie,OM,Zemmour PECRESSE,Leicester \u2013 Rennes,Balthazar,2022,3
24,60,NL,UK,2022-03-11 19:58:03,Evening,Cambuur - Ajax,AZ,Jussie Smollett,Chelsea,Che Guevara,Frans Timmermans,Drive to Survive,Harens Lyceum,Novavax,Eloise van Oranje,Feyenoord,PSV,Vitesse,Barcelona,Grimes,Camila Cabello,F1,Accijns benzine,BODO Glimt,Volt,2022,3
25,61,IT,UK,2022-03-11 19:58:03,Evening,Elon Musk,Indian Wells 2022,Lutsk,Chelsea,Mediaset infinity,Aurora Ruffino,Lorenzo Casini,Che Guevara,M'illumino di meno 2022,Paky,Tomaso Bracco,Blocco Trasporti,Berrettini,The Adam Project,Al Bano,Biagio D'Anelli,Donatella Di Cesare,Zagabria,Wali,Red,2022,3
26,62,AUS,UK,2022-03-11 19:58:03,Evening,Kashmir Files,Zoe Saldaña,Grimes,Ben Simmons,Broncos vs Rabbitohs,Zachary Rolfe,Chelsea,Europa League,Turning Red,Jussie Smollett,The Players Championship,Raiders vs Sharks,Radhe Shyam,Drive to Survive season 4,Stanley Obi,Barcelona,The teacher,Norwich City vs Chelsea,Billy Walters,Nick Kyrgios,2022,3
28,64,US,UK,2022-03-12 08:09:03,Morning,Winter storm warning,Turning Red,The Adam Project,Deshaun Watson,Purdue basketball,Willie Nelson,Kentucky basketball,Arkansas basketball,Wisconsin basketball,Upload,Tennessee basketball,Rivian stock,Heaven's Gate,Zoe Saldaña,Joe Buck,Dove Cameron,Carlos Correa,Shawn Levy,Grimes and Elon Musk,Big E,2022,3
29,65,UK,UK,2022-03-12 08:09:03,Morning,Tom Parker,Six Nations,Wales vs France,Turning Red,Jussie Smollett,West Brom,Ron Pember,John Denver,THE PLAYERS Championship,Andy Murray,Aitch,Deltacron,Drive to Survive season 4,Zoe Saldaña,Fantasy Premier League,Gap,Chelsea,Rangers,Leeds United,Premier League,2022,3
31,67,DE,UK,2022-03-12 08:09:03,Morning,Jürgen Grabowski,Hansa Rostock gegen Holstein,HSV,Bernd Neuendorf,The Adam Project,Rammstein,Chelsea,Zagreb,Skiflug-WM,Schröder,Grimes,Heidi Klum,Galatasaray,Kurt Krömer,Leverkusen,Let\u2019s Dance,Bayer Leverkusen,EZB,Real Madrid gegen PSG,Europa League,2022,3
32,68,FR,UK,2022-03-12 08:09:03,Morning,Anais Nin,Deva Cassel,TOURNOI DES 6 NATIONS,Lille \u2013 saint-étienne,Harry Potter,Jane Birkin,Adam a travers le temps,Laurent Vimont,Alerte rouge,RUGBY. 6 Nations,Black Widow,iPhone SE 2022,Lola Dewaere,Martin Blachier,Jussie Smollett,Jim Carrey,Meta,Ntamack,Fabien Galthié,Inde,2022,3
33,69,NL,UK,2022-03-12 08:09:03,Morning,Ajax,ADO Den Haag,NAC,Jussie Smollett,Chelsea,FC Emmen,Turning Red,Che Guevara,Harens Lyceum,Novavax,Eloise van Oranje,De Verraders,PSV,Feyenoord,Vitesse,Barcelona,Harry de Winter,Grimes,Vitesse  Roma,Camila Cabello,2022,3
34,70,IT,UK,2022-03-12 08:09:03,Morning,Piu forti del destino,Manila Nazzaro,Kasparov,Siria,Rossella Brescia,John Wick,The Adam Project,Parma-Cittadella,Bielorussia,The Wolf of Wall Street,Mystic River,Peppe Barra,Elon Musk,Finalisti Grande Fratello,Chelsea,Lorenzo Casini,Aurora Ruffino,Mediaset infinity,Che Guevara,Tomaso Bracco,2022,3
35,71,AUS,UK,2022-03-12 08:09:03,Morning,Roosters vs Knights,Kashmir Files,Chelsea Manning,Zoe Saldaña,Toto Wolff,Vassal state,Shawn Levy,Eagle FC,Lewis Hamilton,Grimes,Moomba festival,Zachary Rolfe,Ben Simmons,Broncos vs Rabbitohs,Turning Red,Chelsea,Jussie Smollett,The Players Championship,Raiders vs Sharks,Drive to Survive season 4,2022,3
37,73,US,UK,2022-03-12 19:58:03,Evening,Traci Braxton,Lakers,Manchester United,Tornado Watch,Gregg Popovich,St. Patrick's Day Parade,Brighton vs Liverpool,Maxx Crosby,Kashmir Files,Hailey Bieber,Winter storm warning,Turning Red,The Adam Project,Deshaun Watson,Daylight savings,Kentucky basketball,Illinois basketball,Willie Nelson,Red panda,Upload,2022,3
38,74,UK,UK,2022-03-12 19:58:03,Evening,Man United vs Tottenham,Scotland rugby,Tom Parker,ITV,Flights,Brentford vs Burnley,Traci Braxton,Marcus Smith,Australia vs Pakistan,Haaland,Alison Steadman,Big E,England,Daniel Ricciardo,Six Nations,Wales vs France,The Adam Project,Turning Red,Jussie Smollett,West Brom,2022,3
40,76,DE,UK,2022-03-12 19:58:03,Evening,Hoffenheim gegen Bayern,Laubenbacher,Dynamo Dresden,Moldau,Manchester United,Schlag den Star,Fortuna Düsseldorf,Eintracht Braunschweig,Jürgen Grabowski,HSV,The Adam Project,Bernd Neuendorf,Hansa Rostock,Chelsea,Mathias Mester,Zagreb,Skiflug-WM,Skifliegen heute,Schröder,Kurt Krömer,2022,3
41,77,FR,UK,2022-03-12 19:58:03,Evening,Manchester United,Angleterre Irlande,Alain Krivine,Brighton \u2013 Liverpool,Montpellier \u2013 Nice,ISS,Zemmour oeuf,Sampdoria \u2013 Juventus,Hoffenheim \u2013 Bayern,Tremblement de terre,Ange Capuozzo,Italie - Ecosse,Anais Nin,Bruno Rodriguez,Grenoble,France Angleterre,Pete Davidson,Auxerre \u2013 Sochaux,Col de Turini,Quentin Fillon Maillet,2022,3
42,78,NL,UK,2022-03-12 19:58:03,Evening,Sven Kramer,FC Groningen,Manchester United,Beugelsdijk,Vitiligo,Brighton  Liverpool,The voice of Holland,Sailing Yacht A,Ihattaren,Nicki Minaj,Ajax,The Streamers,ADO Den Haag,NAC,Jussie Smollett,Chelsea,The Adam Project,FC Emmen,De Verraders,Che Guevara,2022,3
43,79,IT,UK,2022-03-12 19:58:03,Evening,Salernitana  Sassuolo,Spezia-Cagliari,Italia-Scozia rugby,Lecce Brescia,Beatrice Valli,Manchester United-Tottenham,Rula Jebreal,Manchester United,Valeria Fabrizi,Manila Nazzaro,Giovinco,Bruzzone,Benevento-Crotone,Kasparov,Walter Zenga,Reggina-Perugia,Tommaso Zorzi,Monza-Vicenza,Iss,Francesca Michielin,2022,3
44,80,AUS,UK,2022-03-12 19:58:03,Evening,Man United vs Tottenham,Alec Baldwin,Six Nations,Big E,Australia vs Pakistan,Red Cross Flood Appeal,Moomba,Lakers,Kashmir Files,Brighton vs Liverpool,Chelsea Manning,Roosters vs knights,Zoe Saldaña,Melbourne Storm,Roosters,Australia Unites,Shawn Levy,Vassal state,Eagle FC,Perth Glory,2022,3
46,82,US,UK,2022-03-13 09:05:03,Morning,MoMA,Traci Braxton,Lakers,Manchester United,Amari Cooper,Erbil,Hailey Bieber,Villanova basketball,St. Patrick's Day Parade,Iran,Gregg Popovich,UCLA basketball,Virginia Tech basketball,Will Wade,Bucks,Rosalia,Chris Bassitt,Kashmir Files,Brighton vs Liverpool,Maxx Crosby,2022,3
47,83,UK,UK,2022-03-13 09:05:03,Morning,The Limehouse Golem,Charles Manson,Saudi Arabia executions,AC Milan,Man Utd,Brighton vs Liverpool,Sam Fender,Michael Conlan,Scotland rugby,Traci Braxton,Tom Parker,Nottingham Forest,Flights,Harry Styles,Brentford vs Burnley,Australia vs Pakistan,Big E,Alison Steadman,Rugby World Cup,Haaland,2022,3
49,85,DE,UK,2022-03-13 09:05:03,Morning,Iran,Saudi-Arabien 81 Hinrichtungen,Hoffenheim gegen Bayern,Laubenbacher,Schlag den Star,Werder Bremen,Fabian Hambüchen,Manchester United,Dynamo Dresden,Moldau,Aljona Savchenko,Mönchengladbach \u2013 Hertha,Fortuna Düsseldorf,Jan Josef Liefers,Haaland,Klein gegen Groß,Eintracht Braunschweig,Jürgen Grabowski,HSV,Bernd Neuendorf,2022,3
50,86,FR,UK,2022-03-13 09:05:03,Morning,Jerome Sebag,Ariege,Alain Delon,Erbil,Manchester United,Angleterre Irlande,Alain Krivine,Michele Laroque,Thierry Lhermitte,Brighton \u2013 Liverpool,Troyes \u2013 Nantes,Montpellier \u2013 Nice,ISS,Romy Schneider,Zemmour oeuf,ASSE,Mentissa,Tremblement de terre,Sampdoria \u2013 Juventus,Rafael Nadal,2022,3
51,87,NL,UK,2022-03-13 09:05:03,Morning,Gideon van Meijeren,FC Groningen,Sven Kramer,Beugelsdijk,Manchester United,Heel Holland Bakt,Brighton  Liverpool,The voice of Holland,Man United,Ihattaren,Traci Braxton,RKC,Juventus,Ajax,Streamers,ADO Den Haag,NAC,Chelsea,Novavax,Accijns,2022,3
52,88,IT,UK,2022-03-13 09:05:03,Morning,Erbil,Iran,Jannik Sinner,Hailey Bieber,Guerra Ucraina Russia Putin,Covi,Stagflazione,Charlene di Monaco,Briatore,Manchester United,Salernitana-Sassuolo,Spezia-Cagliari,Italia-Scozia rugby,Verissimo,Lecce  Brescia,Piu forti del destino,Antonio Cassano,Rula Jebreal,Spectre,Rafael Nadal,2022,3
53,89,AUS,UK,2022-03-13 09:05:03,Morning,Man United vs Tottenham,Rafael Nadal,Traci Braxton,Hailey Bieber,Eels vs Titans,Six Nations,Daylight savings,Dean Wallis,Parramatta Eels,Marlon Moraes,Michael Conlan,Alec Baldwin,Big E,Saudi Arabia mass execution,Magomed Ankalaev,Iran,Warriors vs Bucks,Jeremy Clarkson,Erbil,Naomi Osaka,2022,3
55,91,US,UK,2022-03-13 19:58:03,Evening,Brent Renaud,March Madness,Indian Wells,Scott Hall,Patrick Mahomes,Actor Jussie Smollett,MoMA,DL Hughley,Chelsea vs Newcastle,The Boys,Keith Richards,Traci Braxton,Lakers,Manchester United,Amari Cooper,Iran,Hailey Bieber,Villanova basketball,St. Patrick's Day Parade,Gregg Popovich,2022,3
56,92,UK,UK,2022-03-13 19:58:03,Evening,Leeds United,Chelsea vs Newcastle,Everton,Rangers,West Ham vs Aston Villa,Arsenal vs Leicester City,Mass execution: Saudi Arabia,Rebel Wilson,Iran missile attack Erbil Iraq,PSG vs Bordeaux,Brent Renaud,Indian Wells,Southampton vs Watford,John Lennon,Hailey Bieber,Rangers FC,Sheffield United,Rod Stewart,The Limehouse Golem,Homes for Ukraine scheme,2022,3
58,94,DE,UK,2022-03-13 19:58:03,Evening,Leverkusen gegen Köln,Eintracht Frankfurt gegen Bochum,Iran,Tatort: Schattenkinder,Brent Renaud,Lwiw,Russland Ukraine-Krieg,Downton Abbey,Alec Baldwin,Prinz Harry,Greuther Fürth \u2013 RB Leipzig,Hailey Bieber,KSC,Naomi Osaka,Dortmund gegen Arminia,Laubenbacher,Hertha BSC,Schlag den Star,Manchester United,Fabian Hambüchen,2022,3
59,95,FR,UK,2022-03-13 19:58:03,Evening,Lyon \u2013 Rennes,Strasbourg \u2013 Monaco,Metz \u2013 Lens,Erbil,Brent Renaud,Nolwenn Leroy,Thierry Ardisson,Chelsea \u2013 Newcastle,Cluzet,Angers \u2013 Reims,Bombardement frontiere polonaise,Clermont \u2013 Lorient,Brest \u2013 Marseille,Ariege,Arsenal \u2013 Leicester,Édouard Philippe,Rennes Lyon,Hailey Bieber,Naomi Osaka,Sékou Mara,2022,3
60,96,NL,UK,2022-03-13 19:58:03,Evening,Utrecht PSV,PEC  Feyenoord,Willem 2,Hugo Metsers,Chelsea,Heracles  Vitesse,Parijs-Nice,Gideon van Meijeren,Indian Wells,Ronde van Drenthe,St. Patrick's Day,FC Groningen,Beugelsdijk,Sven Kramer,Manchester United,Heel Holland Bakt,Sailing Yacht A,The voice of Holland,Traci Braxton,RKC,2022,3
61,97,IT,UK,2022-03-13 19:58:03,Evening,Amanda Lear,Fiorentina-Bologna,Atalanta-Genoa,PSG-Bordeaux,Iran,Riccardo Cocciante,Brent Renaud,Pisa Cremonese,Catanzaro Bari,Michele Zarrillo,Guerra Ucraina Russia Putin,Gigi D'Agostino,Striscione Verona Napoli,Soleil Sorge,Avellino-Palermo,Pierfrancesco Favino,Jannik Sinner,Messi,Pierpaolo Pretelli,Chelsea  Newcastle,2022,3
62,98,AUS,UK,2022-03-13 19:58:03,Evening,PSG vs Bordeaux,Chelsea vs Newcastle,Anne Hathaway,Brent Renaud,Russia Ukraine war Russian news,Man United vs Tottenham,Hailey Bieber,Cowboys vs Bulldogs,Traci Braxton,Dean Wallis,Rafael Nadal,Parramatta Eels,Daylight Savings,Anthony Albanese,Saudi Arabia mass execution,Iran,Marlon Moraes,Michael Conlan,Six Nations,Naomi Osaka,2022,3
64,100,US,UK,2022-03-14 09:05:03,Morning,Tom Brady,William Hurt,Brent Renaud,Scott Hall,Pete Davidson,Indian Wells,Josh Donaldson,Ted Lasso,Bracketology,Time,Rebel Wilson,Patrick Mahomes,Barcelona vs Osasuna,Lakers vs Suns,Kevin Garnett,Obama,PSG,CBS Sports,NIT bracket,Millie Bobby Brown,2022,3
65,101,UK,UK,2022-03-14 09:05:03,Morning,Zawe Ashton,King Richard,Sam Elliott,Rebel Wilson,William Hurt,Leeds United,Chelsea vs Newcastle,Chelsea,West Ham vs Aston Villa,Everton,Rangers,Arsenal vs Leicester City,Florence Pugh,PSG,Crufts 2022,Jane Campion,Saudi Arabia mass execution,Brent Renaud,Jeremy Kyle,Iran missile attack Erbil Iraq,2022,3
67,103,DE,UK,2022-03-14 09:05:03,Morning,Magath,William Hurt,Florian Wirtz,Eintracht Frankfurt,Iran,Tatort: Schattenkinder,RB Leipzig,Tom Brady,Lwiw,Russland Ukraine-Krieg,PSG,Prinz Harry,Lindner,Ukraine Krieg russland,Schattenkinder tatort,Naomi Osaka,KSC,Maria Ehrich,BVB,Hertha BSC,2022,3
68,104,FR,UK,2022-03-14 09:05:03,Morning,Corse,Torino \u2013 Inter,Lyon \u2013 Rennes,Brest \u2013 Marseille,William Hurt,Port du masque,Metz \u2013 Lens,Strasbourg \u2013 Monaco,Nolwenn Leroy,Brent Renaud,Erbil,Chelsea \u2013 Newcastle,Thierry Ardisson,Un homme a la hauteur,Alain Delon,La Horde sauvage,Il a deja tes yeux,Iris Mittenaere,Arthur Bauchet,Loto 12 mars 2022,2022,3
69,105,NL,UK,2022-03-14 09:05:03,Morning,PSG,Tom Brady,Hans kazan,The Power of the Dog,Feyenoord,UTRECHT - PSV,William Hurt,AZ  Twente,Fortuna Sittard,Vitesse,Chelsea,Indian Wells,Parijs-Nice,Doctor Strange,Ronde van Drenthe,Mark Gillis,St. Patrick's Day,Beugelsdijk,Sven Kramer,Ireen wust,2022,3
70,106,IT,UK,2022-03-14 09:05:03,Morning,Fortitudo Virtus,Madonna,Corsica,Millie Bobby Brown,Kaspersky,Pi greco,Paolo Calabresi,Milan-Empoli,William Hurt,Amanda Lear,Fiorentina-Bologna,Atalanta  Genoa,PSG-Bordeaux,Iran,Riccardo Cocciante,Gigi D'Agostino,Tagadà giostra,Brent Renaud,Guerra Ucraina Russia Putin,Matteo Berrettini,2022,3
71,107,AUS,UK,2022-03-14 09:05:03,Morning,William Hurt,Rebel Wilson,Pete Davidson,Brent Renaud,Women's Network,PSG,Russia Ukraine war Russian news,Millie Bobby Brown,Scott Hall,Chelsea vs Newcastle,Jane Campion,Pi,Arsenal vs Leicester City,Barcelona vs Osasuna,Moomba parade 2022,Dolly Parton,Sam Elliott,Suns vs Lakers,Adelaide Cup,Condev,2022,3
73,109,US,UK,2022-03-14 19:58:03,Evening,Pi,Mitch Trubisky,NFL free agency,Holi,Matt Olson,Davante Adams,Bracket 2022,Anirban Lahiri,Nelson Cruz,Alex Cappa,Sonny Gray,Trevor Story,NCAA bracket,Tom Brady,William Hurt,Scott Hall,Brent Renaud,Pete Davidson,Josh Donaldson,Indian Wells,2022,3
74,110,UK,UK,2022-03-14 19:58:03,Evening,Cheltenham Festival,Pete Davidson,Lewis Hamilton,Zawe Ashton,Russia Ukraine war Russian,Pi,Crystal Palace vs Man City,King Richard,Rolling Stones' 60th anniversary tour,Belfast,Jen Brister,William Hurt,Baftas 2022,Chelsea vs Newcastle,Joanna Scanlan,Leeds United,Rebel Wilson,Chelsea,West Ham vs Aston Villa,Crufts 2022,2022,3
76,112,DE,UK,2022-03-14 19:58:03,Evening,F-35,Jenny Elvers,Scott Hall,Gina-Lisa,Alexander Zverev,YouTube Vanced,Kadyrow,Coronavirus Pandemie,Streik Flughafen,Erdogan,"Jochen Busse 7 Tage, 7 Köpfe",Biontech,Habeck,Corona regeln ab 20. März,William Hurt,BVB,Tom Brady,Eintracht Frankfurt,Florian Wirtz,RB Leipzig,2022,3
77,113,FR,UK,2022-03-14 19:58:03,Evening,Corse,Elon Musk,Guerre Russie Ukraine Kiev direct,Masque obligatoire,Majorque \u2013 Real,Laurent Ruquier,Bielorussie,Rebel Wilson,Donetsk,Millie Bobby Brown,BAFTA 2022,Torino \u2013 Inter,Rolling Stones,Disparition de Delphine Jubillar,Covid Chine,William Hurt,Lyon \u2013 Rennes,Port du masque,Prix carburant,Metz \u2013 Lens,2022,3
78,114,NL,UK,2022-03-14 19:58:03,Evening,StemWIjzer,Barcelona,Pete Davidson,Gemeenteraadsverkiezingen 2022,Ajax Benfica,PSG,Rolling Stones,Tom Brady,FC Twente,Hans kazan,Gundogan,Quincy Promes,The Power of the Dog,SpangaS,Mila Kunis,Power of the Dog,D66,Gault Millau,Ajax Feyenoord,Feyenoord,2022,3
79,115,IT,UK,2022-03-14 19:58:03,Evening,Sean Penn,Cecenia,Heidi Henderson,Pi Greco Day,Elon Musk,Incontro Usa-Cina a Roma,Fortitudo Virtus,Isola dei Famosi,Giorgio Marchesi,Donna incinta Mariupol,Ordinanza Esami di Stato 2022,Juventus-Villareal,Benedetta Rossi,Scott Hall,Addio green pass,Donetsk,Millie Bobby Brown,Manuel Bortuzzo,Corsica,Madonna,2022,3
80,116,AUS,UK,2022-03-14 19:58:03,Evening,Joanna Scanlan,William Hurt,Women's Network logo,Pete Davidson,BAFTAs 2022,Scott Hall,Rebel Wilson,The Power of the Dog,Brent Renaud,MAFS 2022,Russia Ukraine war Russian news,Millie Bobby Brown,PSG,MH17,Matthew Lloyd,Pi,Darius Boyd,Adelaide Cup,Chelsea vs Newcastle,YouTube Vanced,2022,3
82,118,US,UK,2022-03-15 09:05:03,Morning,Stephen Curry,Tammel Esco,Pi,Mitch Trubisky,Freddie Freeman,NFL,Lakers,Benjamin Hall,Cameron Smith,Mayim Bialik,Elon Musk,Real Madrid,Davante Adams,Kourtney Kardashian,Alex Cappa,Jarvis Landry,Timberwolves,J.C. Jackson,Man. City,Holi,2022,3
83,119,UK,UK,2022-03-15 09:05:03,Morning,Tom Daley,Oleg Deripaska,Red Nose Day,Man City,Cheltenham Festival,Tom Brady,Lewis Hamilton,Holding ITV,Pete Davidson,Mallorca vs Real Madrid,China,Elon Musk,Rolling Stones' 60th anniversary tour,Pi,Celtic FC,Brenda Fricker,Cameron Smith,Jen Brister,Belfast,Kourtney Kardashian,2022,3
85,121,DE,UK,2022-03-15 09:05:03,Morning,Bryan Adams,Real Madrid,Manchester City,F-35,Jenny Elvers,Scott Hall,Elon Musk,Streik Flughafen Frankfurt,Tankrabatt,Alexander Zverev,"Jochen Busse 7 Tage, 7 Köpfe",Coronavirus Pandemie,Erdogan,Corona regeln ab 20. März,iOS 15.4,Ralf Schumacher,Habeck,William Hurt,Tom Brady,BVB,2022,3
86,122,FR,UK,2022-03-15 09:05:03,Morning,Yannick Jadot,Lola Dewaere,Snow Therapy,Ciel jaune,Lino Ventura,Bernard Montiel,Majorque \u2013 Real,Marine Le Pen,Real Madrid,Crystal Palace \u2013 Man City,Elon Musk,Monfils,Corse,Guerre russie Ukraine Kiev direct,Anthony Delon,Le marginal,Patrick Chauvel,Donetsk,Bielorussie,Scott Hall,2022,3
87,123,NL,UK,2022-03-15 09:05:03,Morning,Stemwijzer,Gemeenteraadsverkiezingen,FC Emmen,Barcelona,Ajax Benfica,Rolling Stones,PSG,Gundogan,FC Twente,Lil Kleine,Real Madrid,Hans kazan,Stemmen,Mila Kunis,SpangaS,The Power of the Dog,Manchester City,D66,Huntelaar,Verkiezingen,2022,3
88,124,IT,UK,2022-03-15 09:05:03,Morning,Taiwan,Parigi,Lakers.  Raptors,Ultime notizie Ucraina ultima ora,Alcaraz,15 marzo,Rinascente,Chi ha vinto il Grande Fratello 2022,Cecenia,Cina,Isola dei Famosi,Sean Penn,Mallorca  Real Madrid,Ilary Blasi,Elon Musk,Heidi Henderson,Rigore Torino,Pi greco Day,Nek,Ordinanza esami di Stato 2022,2022,3
89,125,AUS,UK,2022-03-15 09:05:03,Morning,Cameron Smith,Man City,Elon Musk,KFC restaurant Sydney,Real Madrid,Lewis Hamilton,Alier Riak,Kourtney Kardashian,Today,Newtown fire,Lakers vs Raptors,NGV Contemporary,Ivan Milat,AFL teams,Karl-Anthony Towns,William Hurt,Women's Network Logo,Scott Hall,Pete Davidson,MH17,2022,3
